policy,preprocessing_policy,input_features,numeric_features_detected,numeric_features_dropped_fully_missing_train,numeric_features_used,categorical_features_detected,low_cardinality_features,medium_cardinality_features,high_cardinality_features,numeric_imputer,numeric_missing_indicators,knn_neighbors,numeric_scaler,categorical_missing_fill_value,low_cardinality_encoder,medium_cardinality_encoder,high_cardinality_encoder,target_encoder_fitted_with_y_train
raw_le_20,grouped_ohe,24,20,0,20,4,0,0,4,simple,True,,StandardScaler,missing_reported_gap,OneHotEncoder(handle_unknown='ignore'),"OneHotEncoder(handle_unknown='infrequent_if_exist', min_frequency=10, max_categories=20)","DomainCategoryGrouper + OneHotEncoder(handle_unknown='infrequent_if_exist', min_frequency=10, max_categories=20)",False
