method,model,evaluation_scheme,split,nominal_coverage,EmpiricalCoverage,CoverageGap,MeanIntervalWidth,MedianIntervalWidth,StdIntervalWidth,BelowIntervalRate,AboveIntervalRate,MeanWinklerScore,MedianWinklerScore,UncertaintyErrorSpearman,n_rows,MAE,RMSE,R2,R,Bias,MedianAE,evaluation_fold,publication_group,publication_source,publication_country,publication_year
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,1.0,0.09999999999999998,946.5867922377118,948.4001259313574,839.2083797440786,0.0,0.0,946.5867922377118,948.4001259313574,0.632455532033676,4,11.28720279926548,14.057748542255432,-2.5129374113818295,0.18604733296949053,9.847168844754982,9.734526467727832,shared_publication_test,Ref-32-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,1.0,0.09999999999999998,96.78702687125082,96.78702687125082,0.007881593054840152,0.0,0.0,96.78702687125082,96.78702687125082,-0.9999999999999999,2,14.555696855918669,15.647808316285351,-0.14554535746063446,1.0,-14.555696855918669,14.555696855918669,shared_publication_test,Ref-33-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,1.0,0.09999999999999998,96.81906900952777,96.81906900952777,0.0,0.0,0.0,96.81906900952777,96.81906900952777,,1,4.6805951523896,4.6805951523896,,,-4.6805951523896,4.6805951523896,shared_publication_test,Ref-35-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,1.0,0.09999999999999998,97.46053100796408,97.8632465687212,0.7604861233608148,0.0,0.0,97.46053100796408,97.8632465687212,-0.19999999999999998,4,16.115887306809206,16.463850480430843,-3.39405669936345,0.9311061690502482,-16.115887306809206,14.47627691103115,shared_publication_test,Ref-44-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,0.8888888888888888,-0.011111111111111183,102.19982301665429,100.9214442155027,4.234505661042167,0.06944444444444445,0.041666666666666664,115.06506367039798,101.70616492190476,-0.021614320115555724,72,26.387349766661593,31.272688373417992,-0.2228803417494729,0.32736468267206054,14.832084290454226,23.284960059910887,shared_publication_test,Ref-48-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,0.6,-0.30000000000000004,95.74658339371427,95.69074641105237,0.11684929340684992,0.4,0.0,105.95574733936878,95.73144847642907,0.8999999999999998,5,40.51250797218523,41.16075943204245,-20.676152981351986,0.6022230066385298,-40.51250797218523,37.65965555920948,shared_publication_test,Ref-55-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,1.0,0.09999999999999998,96.61839288959,96.56773829760508,0.13191281099285904,0.0,0.0,96.61839288959,96.56773829760508,0.48571428571428577,6,6.755464072480248,7.8487982095489475,-0.22662101771674514,0.8675568380553718,5.1276270360100895,6.16231833136775,shared_publication_test,Ref-57-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,1.0,0.09999999999999998,97.60522610641284,97.22406309070857,0.7632433050269013,0.0,0.0,97.60522610641284,97.22406309070857,-0.5952380952380953,8,24.726994841195438,27.147607991827115,-44.52850160172451,0.42310713087753177,-24.726994841195438,25.132749837265436,shared_publication_test,Ref-64-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,1.0,0.09999999999999998,96.85202145100531,96.87057227037205,0.2445397286961707,0.0,0.0,96.85202145100531,96.87057227037205,-0.3724247332477255,30,23.255868740186195,27.213582376542995,0.011536172047453497,0.5173024745557813,13.013990986469741,22.984871442129915,shared_publication_test,Ref-65-Research,shared_semantic_dataset,,
bayesian_ridge_conformalized,Bayesian Ridge,shared_publication_held_out,test,0.9,1.0,0.09999999999999998,98.40875763809635,98.40875763809635,0.3524563553948994,0.0,0.0,98.40875763809635,98.40875763809635,-0.9999999999999999,2,9.859518777656007,10.11895095877433,-4.056452765732343,1.0,9.859518777656007,9.859518777656007,shared_publication_test,Ref-68-Research,shared_semantic_dataset,,
