method,model,evaluation_scheme,split,nominal_coverage,EmpiricalCoverage,CoverageGap,MeanIntervalWidth,MedianIntervalWidth,StdIntervalWidth,BelowIntervalRate,AboveIntervalRate,MeanWinklerScore,MedianWinklerScore,UncertaintyErrorSpearman,n_rows,MAE,RMSE,R2,R,Bias,MedianAE,evaluation_fold
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.7678571428571429,-0.03214285714285714,54.041096971887384,54.009442742520065,3.0579112557354216,0.07142857142857142,0.16071428571428573,86.07874776218945,55.32302567255998,-0.028936297435504278,112,19.381002464845636,24.176118973000108,0.34759319010350465,0.8104616052921717,9.780505307616895,16.522234567240417,Ref-144-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.8392857142857143,0.03928571428571426,68.88109125165607,68.84943702228875,3.0579112557354216,0.03571428571428571,0.125,86.11011414577935,69.76329330065144,-0.028936297435504278,112,19.381002464845636,24.176118973000108,0.34759319010350465,0.8104616052921717,9.780505307616895,16.522234567240417,Ref-144-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.8482142857142857,-0.051785714285714324,71.13630303321169,71.05318885956473,4.272697389032035,0.03571428571428571,0.11607142857142858,97.67554976192795,72.44994265605692,0.05957246887533781,112,19.381002464845636,24.176118973000108,0.34759319010350465,0.8104616052921717,9.780505307616895,16.522234567240417,Ref-144-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.9642857142857143,0.06428571428571428,95.25041480263424,95.16730062898728,4.272697389032035,0.008928571428571428,0.026785714285714284,101.27853117910487,95.31463879861778,0.05957246887533781,112,19.381002464845636,24.176118973000108,0.34759319010350465,0.8104616052921717,9.780505307616895,16.522234567240417,Ref-144-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.9107142857142857,-0.03928571428571426,87.64936797695331,87.62488637813999,7.245939399472598,0.017857142857142856,0.07142857142857142,106.55248492607818,88.52943533838479,0.05662118008892698,112,19.381002464845636,24.176118973000108,0.34759319010350465,0.8104616052921717,9.780505307616895,16.522234567240417,Ref-144-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.9821428571428571,0.03214285714285714,115.04021907234214,115.01573747352882,7.245939399472597,0.0,0.017857142857142856,116.33790318173628,115.41860617730173,0.05662118008892698,112,19.381002464845636,24.176118973000108,0.34759319010350465,0.8104616052921717,9.780505307616895,16.522234567240417,Ref-144-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.5375,0.03749999999999998,44.49913990700543,44.49913990700543,0.0,0.325,0.1375,72.9291709220004,44.49913990700543,,80,23.299239277088954,28.490586364775613,0.03941431945422802,0.4222865359530422,-10.22637232491261,21.131017635355605,Ref-121-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.75,-0.050000000000000044,69.06306204346383,69.06306204346384,1.4210854715202004e-14,0.2125,0.0375,98.8511144111669,69.06306204346384,,80,23.299239277088954,28.490586364775613,0.03941431945422802,0.4222865359530422,-10.22637232491261,21.131017635355605,Ref-121-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.9125,0.012499999999999956,99.05800262960724,99.05800262960724,0.0,0.075,0.0125,112.63228270824652,99.05800262960724,,80,23.299239277088954,28.490586364775613,0.03941431945422802,0.4222865359530422,-10.22637232491261,21.131017635355605,Ref-121-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.9625,0.012500000000000067,120.6020679858585,120.60206798585853,2.842170943040401e-14,0.0375,0.0,128.02654627700383,120.60206798585853,,80,23.299239277088954,28.490586364775613,0.03941431945422802,0.4222865359530422,-10.22637232491261,21.131017635355605,Ref-121-Research
