method,model,evaluation_scheme,split,nominal_coverage,EmpiricalCoverage,CoverageGap,MeanIntervalWidth,MedianIntervalWidth,StdIntervalWidth,BelowIntervalRate,AboveIntervalRate,MeanWinklerScore,MedianWinklerScore,UncertaintyErrorSpearman,n_rows,MAE,RMSE,R2,R,Bias,MedianAE,evaluation_fold
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.19444444444444445,-0.3055555555555556,27.50417660354859,27.404755455380368,2.3593498206020436,0.09722222222222222,0.7083333333333334,94.73972955915094,86.82904350095001,0.1155058203099878,72,27.184904267135046,31.726317768990363,-0.2586148999253277,0.40291374399887114,17.437360164022945,24.496863569827212,Ref-48-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.3472222222222222,-0.1527777777777778,40.08397445209229,39.98455330392407,2.3593498206020436,0.08333333333333333,0.5694444444444444,88.85138229126103,74.2492456524063,0.1155058203099878,72,27.184904267135046,31.726317768990363,-0.2586148999253277,0.40291374399887114,17.437360164022945,24.496863569827212,Ref-48-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.5277777777777778,-0.27222222222222225,54.92773612392999,54.45308677627462,3.654855777281145,0.08333333333333333,0.3888888888888889,127.19312643359149,59.36829660195136,0.12074731493986754,72,27.184904267135046,31.726317768990363,-0.2586148999253277,0.40291374399887114,17.437360164022945,24.496863569827212,Ref-48-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.6388888888888888,-0.1611111111111112,69.58496574484109,69.11031639718571,3.654855777281145,0.06944444444444445,0.2916666666666667,112.2944439168323,71.56240373825527,0.12074731493986754,72,27.184904267135046,31.726317768990363,-0.2586148999253277,0.40291374399887114,17.437360164022945,24.496863569827212,Ref-48-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.6666666666666666,-0.2333333333333334,72.2714584859645,72.25102473361548,4.682745784097422,0.06944444444444445,0.2638888888888889,141.41095556242692,74.49212596644871,0.15280725448581906,72,27.184904267135046,31.726317768990363,-0.2586148999253277,0.40291374399887114,17.437360164022945,24.496863569827212,Ref-48-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.875,-0.025000000000000022,95.65969189289768,95.63925814054866,4.682745784097422,0.041666666666666664,0.08333333333333333,113.80480307403519,96.46156243789565,0.15280725448581906,72,27.184904267135046,31.726317768990363,-0.2586148999253277,0.40291374399887114,17.437360164022945,24.496863569827212,Ref-48-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.8055555555555556,-0.14444444444444438,87.95550395408175,86.73086409504984,5.82179211013379,0.05555555555555555,0.1388888888888889,142.55576388444302,88.76940420527875,0.17592771239307997,72,27.184904267135046,31.726317768990363,-0.2586148999253277,0.40291374399887114,17.437360164022945,24.496863569827212,Ref-48-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.9722222222222222,0.022222222222222254,115.23760158264476,114.01296172361285,5.821792110133791,0.013888888888888888,0.013888888888888888,120.01868984509065,114.37037369320393,0.17592771239307997,72,27.184904267135046,31.726317768990363,-0.2586148999253277,0.40291374399887114,17.437360164022945,24.496863569827212,Ref-48-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.5,0.0,44.03996173478845,44.03996173478845,0.0,0.0,0.5,81.92507909647131,45.29716161594928,,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.703125,-0.09687500000000004,72.64680437503841,72.64680437503841,0.0,0.0,0.296875,109.0755410810734,72.64680437503841,,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.859375,-0.04062500000000002,98.50825564764236,98.50825564764237,1.4210854715202004e-14,0.0,0.140625,117.46539109512074,98.50825564764237,,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.953125,0.0031250000000000444,119.15985841372878,119.15985841372878,0.0,0.0,0.046875,126.9922989741757,119.15985841372878,,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
bayesian_ridge_native,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.5,0.328125,-0.171875,29.294889493427704,29.286579471032354,0.04159791599787648,0.046875,0.625,83.5975268978348,61.13050813568023,-0.3692307692307692,64,26.15841818151837,31.20925802778843,-0.05445276134654242,0.9431310457626414,22.57155573029427,22.61314077795953,Ref-85-Research
bayesian_ridge_native,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.8,0.578125,-0.22187500000000004,55.66120386832298,55.64541456654731,0.07903733800991805,0.0,0.421875,122.04938983424958,55.78520321595433,-0.3692307692307692,64,26.15841818151837,31.20925802778843,-0.05445276134654242,0.9431310457626414,22.57155573029427,22.61314077795953,Ref-85-Research
bayesian_ridge_native,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.9,0.6875,-0.21250000000000002,71.44038174101084,71.42011639157735,0.10144332509551503,0.0,0.3125,143.53149875057244,71.554104500475,-0.3692307692307692,64,26.15841818151837,31.20925802778843,-0.05445276134654242,0.9431310457626414,22.57155573029427,22.61314077795953,Ref-85-Research
bayesian_ridge_native,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.95,0.796875,-0.15312499999999996,85.12646533399115,85.10231768074536,0.12087717739826478,0.0,0.203125,162.07091567852353,85.19263406389902,-0.3692307692307692,64,26.15841818151837,31.20925802778843,-0.05445276134654242,0.9431310457626414,22.57155573029427,22.61314077795953,Ref-85-Research
bayesian_ridge_conformalized,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.5,0.5625,0.0625,49.62865384445211,49.61457578401121,0.0704712872930453,0.0,0.4375,81.38555847957728,49.74343718606931,-0.3692307692307692,64,26.15841818151837,31.20925802778843,-0.05445276134654242,0.9431310457626414,22.57155573029427,22.61314077795953,Ref-85-Research
bayesian_ridge_conformalized,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.8,0.796875,-0.0031250000000000444,84.8359217571289,84.8118565217953,0.1204646137220378,0.0,0.203125,104.36677167159036,84.90186464775883,-0.3692307692307692,64,26.15841818151837,31.20925802778843,-0.05445276134654242,0.9431310457626414,22.57155573029427,22.61314077795953,Ref-85-Research
bayesian_ridge_conformalized,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.9,0.90625,0.006249999999999978,100.18085217842244,100.1524340775324,0.14225398168676073,0.0,0.09375,114.67905656197351,100.20130548429114,-0.3692307692307692,64,26.15841818151837,31.20925802778843,-0.05445276134654242,0.9431310457626414,22.57155573029427,22.61314077795953,Ref-85-Research
bayesian_ridge_conformalized,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.95,0.984375,0.034375000000000044,125.98420076850924,125.94846308361102,0.17889400817859083,0.0,0.015625,126.62050035309275,125.95716752820914,-0.3692307692307692,64,26.15841818151837,31.20925802778843,-0.05445276134654242,0.9431310457626414,22.57155573029427,22.61314077795953,Ref-85-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.328125,-0.171875,26.668856524090547,26.39899578056074,1.9076971679493668,0.046875,0.625,86.75921693940488,63.85081658328222,-0.06254578754578753,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.453125,-0.046875,39.846277141697854,39.57641639816805,1.9076971679493673,0.015625,0.53125,83.65486372772196,50.67339596567491,-0.06254578754578753,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.5625,-0.23750000000000004,54.99214027645266,54.66775609176171,3.2042037544659063,0.0,0.4375,121.64589494721065,59.15647742525496,0.12655677655677655,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.703125,-0.09687500000000004,72.56114802114072,72.23676383644977,3.2042037544659063,0.0,0.296875,107.8035759323666,74.23666144602718,0.12655677655677655,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.734375,-0.16562500000000002,71.94578240948891,71.92126316565418,3.5435011590644248,0.0,0.265625,140.81980265146922,74.25075901522735,0.09606227106227104,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.875,-0.025000000000000022,96.92336306020617,96.89884381637145,3.543501159064425,0.0,0.125,116.20655779846697,97.72485256826076,0.09606227106227104,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.84375,-0.10624999999999996,89.26401251505659,88.52354603661885,5.8371324108234575,0.0,0.15625,160.76442448699527,90.78051290761047,-0.013827838827838827,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.9375,-0.012499999999999956,121.47925648315707,120.73879000471933,5.8371324108234575,0.0,0.0625,128.8228156727486,121.9693759486409,-0.013827838827838827,64,26.164259009378718,31.492343303662437,-0.07366845888505802,0.9439663499320616,22.73108042665858,22.233010394435922,Ref-85-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.6274509803921569,0.12745098039215685,44.28240586964774,44.28240586964773,7.105427357601002e-15,0.35294117647058826,0.0196078431372549,67.33937448207158,44.28240586964773,,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.8823529411764706,0.08235294117647052,71.36297563330163,71.36297563330163,0.0,0.11764705882352941,0.0,95.49636518862292,71.36297563330163,,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.9215686274509803,0.021568627450980316,98.65764926291735,98.65764926291735,0.0,0.0784313725490196,0.0,117.06149475188755,98.65764926291735,,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_split_conformal,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.9215686274509803,-0.028431372549019618,113.21856468691684,113.21856468691686,2.842170943040401e-14,0.0784313725490196,0.0,127.18560401936777,113.21856468691686,,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
bayesian_ridge_native,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.5,0.47058823529411764,-0.02941176470588236,30.04238426847555,29.97802937738642,0.4020408557092987,0.5098039215686274,0.0196078431372549,71.50563814335516,36.87307812655786,0.30268337964832576,51,21.157860748907023,27.543004294943252,-0.9444808580572488,0.49141701553295164,-18.764434906101272,16.628030850163952,Ref-139-Research
bayesian_ridge_native,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.8,0.7450980392156863,-0.05490196078431375,57.0814672584197,56.95919095785065,0.7638901671928433,0.2549019607843137,0.0,101.42823671834739,57.37207586859495,0.30268337964832576,51,21.157860748907023,27.543004294943252,-0.9444808580572488,0.49141701553295164,-18.764434906101272,16.628030850163952,Ref-139-Research
bayesian_ridge_native,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.9,0.7843137254901961,-0.11568627450980395,73.26327006734535,73.10633013461955,0.9804424151795708,0.21568627450980393,0.0,125.12579051814143,73.37033135599283,0.30268337964832576,51,21.157860748907023,27.543004294943252,-0.9444808580572488,0.49141701553295164,-18.764434906101272,16.628030850163952,Ref-139-Research
bayesian_ridge_native,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.95,0.8627450980392157,-0.08725490196078423,87.29857074745333,87.11156528335692,1.1682691950097264,0.13725490196078433,0.0,145.65410000672304,87.14164918000029,0.30268337964832576,51,21.157860748907023,27.543004294943252,-0.9444808580572488,0.49141701553295164,-18.764434906101272,16.628030850163952,Ref-139-Research
bayesian_ridge_conformalized,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.5,0.5882352941176471,0.08823529411764708,49.52699169162811,49.42089810971389,0.6627927378355138,0.4117647058823529,0.0,72.82525499798022,50.02377084296836,0.30268337964832576,51,21.157860748907023,27.543004294943252,-0.9444808580572488,0.49141701553295164,-18.764434906101272,16.628030850163952,Ref-139-Research
bayesian_ridge_conformalized,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.8,0.8627450980392157,0.06274509803921569,83.03874445594177,82.86086412168191,1.1112622613353782,0.13725490196078433,0.0,100.56511966932048,82.88948004270117,0.30268337964832576,51,21.157860748907023,27.543004294943252,-0.9444808580572488,0.49141701553295164,-18.764434906101272,16.628030850163952,Ref-139-Research
bayesian_ridge_conformalized,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.9,0.9215686274509803,0.021568627450980316,98.45223060551086,98.2413324783357,1.317532546198845,0.0784313725490196,0.0,115.40220698697803,98.2413324783357,0.30268337964832576,51,21.157860748907023,27.543004294943252,-0.9444808580572488,0.49141701553295164,-18.764434906101272,16.628030850163952,Ref-139-Research
bayesian_ridge_conformalized,Bayesian Ridge,leave_one_publication_out,heldout_publication,0.95,0.9803921568627451,0.0303921568627451,122.46346008288472,122.20112662207815,1.6388617442893372,0.0196078431372549,0.0,123.26387089748206,122.20112662207815,0.30268337964832576,51,21.157860748907023,27.543004294943252,-0.9444808580572488,0.49141701553295164,-18.764434906101272,16.628030850163952,Ref-139-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.5294117647058824,0.02941176470588236,27.421994829586392,27.6595108339813,2.0354564044435453,0.45098039215686275,0.0196078431372549,60.60765618238664,30.678116040070393,0.12343891402714932,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.5,0.6470588235294118,0.1470588235294118,38.769215223549025,39.00673122794393,2.0354564044435453,0.3333333333333333,0.0196078431372549,62.3692756984831,40.445768563348736,0.12343891402714932,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.7647058823529411,-0.03529411764705892,55.421403902527516,55.599069988386276,2.9132556193482215,0.23529411764705882,0.0,91.92636641314216,56.876173103189615,0.21095022624434387,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.8,0.8823529411764706,0.08235294117647052,71.7082802585091,71.88594634436787,2.913255619348223,0.11764705882352941,0.0,93.72547033080124,72.03840050025804,0.21095022624434387,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.8823529411764706,-0.01764705882352946,72.78256342016043,73.34409095112656,4.159577469120188,0.11764705882352941,0.0,117.88240772001555,73.48529836079149,0.13864253393665157,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.9,0.9215686274509803,0.021568627450980316,95.25760593118473,95.81913346215086,4.159577469120188,0.0784313725490196,0.0,116.72709968111617,95.89254754930191,0.13864253393665157,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_residual_bootstrap,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.9019607843137255,-0.04803921568627445,87.55488204101825,87.43010770527087,5.446463383561395,0.09803921568627451,0.0,144.91423335309145,88.28447807317752,0.1712217194570136,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
elastic_net_bootstrap_conformalized,Elastic Net,leave_one_publication_out,heldout_publication,0.95,0.9411764705882353,-0.008823529411764675,119.17264879931892,119.04787446357153,5.446463383561395,0.058823529411764705,0.0,125.41421827983821,119.73757421924998,0.1712217194570136,51,19.335088251376146,25.917872376516588,-0.7217882769875676,0.46356167732151,-16.86227306072869,14.217837356991083,Ref-139-Research
