cement,cement_type,silica_fume,fly_ash,fly_ash_type,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,slag_type,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,filler_type,sand,sand_type,sand_max_size,fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber2_type,fiber2_amount,water,sp_type,sp_amount,curing_method,curing_temp
839.0,OPC_I,104.0,104.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,919.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,56.5,Standard Curing,
839.0,OPC_I,104.0,52.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,52.0,Pumicite,925.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,59.33,Standard Curing,
839.0,OPC_I,104.0,26.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,78.0,Pumicite,931.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,59.33,Standard Curing,
839.0,OPC_I,104.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,104.0,Pumicite,931.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,
839.0,OPC_I,104.0,52.0,class F,0.0,0.0,0.0,0.0,52.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,913.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,
839.0,OPC_I,104.0,26.0,class F,0.0,0.0,0.0,0.0,78.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,921.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,
839.0,OPC_I,104.0,0.0,not_applicable,0.0,0.0,0.0,0.0,104.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,922.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,67.8,Standard Curing,
839.0,OPC_I,104.0,83.0,class F,0.0,0.0,0.0,0.0,0.0,21.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,920.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,59.33,Standard Curing,
839.0,OPC_I,104.0,62.0,class F,0.0,0.0,0.0,0.0,0.0,42.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,921.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,
839.0,OPC_I,104.0,0.0,not_applicable,0.0,0.0,0.0,0.0,52.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,52.0,Pumicite,926.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,
839.0,OPC_I,104.0,0.0,not_applicable,0.0,0.0,0.0,0.0,62.0,21.0,0.0,not_applicable,0.0,0.0,0.0,0.0,21.0,Pumicite,923.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,67.8,Standard Curing,
839.0,OPC_I,94.0,0.0,not_applicable,0.0,0.0,0.0,0.0,94.0,21.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,926.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,67.8,Standard Curing,
755.0,OPC_I,94.0,0.0,not_applicable,0.0,0.0,0.0,0.0,94.0,105.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,928.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,
839.0,OPC_I,78.0,0.0,not_applicable,0.0,0.0,0.0,0.0,104.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,26.0,Pumicite,940.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,
839.0,OPC_I,78.0,0.0,not_applicable,0.0,0.0,0.0,0.0,130.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,934.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,
839.0,OPC_I,52.0,0.0,not_applicable,0.0,0.0,0.0,0.0,156.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,946.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,
1000.0,OPC_52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
900.0,OPC_52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,100.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
800.0,OPC_52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,200.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
700.0,OPC_52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,300.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
500.0,OPC_52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,500.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
300.0,OPC_52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,700.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
1000.0,OPC_52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,75.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
1000.0,OPC_52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,125.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
1000.0,OPC_52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,175.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
1000.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,250.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
700.0,OPC_52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,375.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
700.0,OPC_52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,425.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
700.0,OPC_52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,475.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
700.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,550.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
300.0,OPC_52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,775.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
300.0,OPC_52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,825.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
300.0,OPC_52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,875.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
300.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,950.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0
900.0,OPC_I,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1005.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,132.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,88.0,Natural Pozzolana,1030.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,88.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,132.0,Natural Pozzolana,1042.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,44.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,176.0,Natural Pozzolana,1055.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,132.0,88.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1030.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,88.0,132.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1042.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,44.0,176.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1055.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,209.0,0.0,not_applicable,11.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,198.0,0.0,not_applicable,22.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,990.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,176.0,0.0,not_applicable,44.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,985.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,209.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,11.0,Cement Kiln Dust,1008.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,198.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,22.0,Cement Kiln Dust,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,176.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,44.0,Cement Kiln Dust,1015.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,209.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1010.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,198.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,176.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1025.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,47.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,931.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,87.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,868.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,153.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,764.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,48.0,Cement Kiln Dust,962.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,92.0,Cement Kiln Dust,922.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,170.0,Cement Kiln Dust,851.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,972.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,94.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,942.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
900.0,OPC_I,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,177.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,886.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0
828.0,OPC_52.5,207.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,911.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,224.6,unknown_type,26.4,Standard Curing,20.0
818.0,OPC_52.5,204.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,899.0,Silica Sand,0.3,Straight Steel Fiber,164.0,13.0,0.16,not_applicable,0.0,221.8,unknown_type,26.0,Standard Curing,20.0
726.0,OPC_52.5,181.0,0.0,not_applicable,0.0,290.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,789.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,196.9,unknown_type,23.1,Standard Curing,20.0
691.0,OPC_52.5,172.0,0.0,not_applicable,0.0,276.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,759.0,Silica Sand,0.3,Straight Steel Fiber,138.0,13.0,0.16,not_applicable,0.0,187.3,unknown_type,22.0,Standard Curing,20.0
828.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,207.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,911.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,224.6,unknown_type,26.4,Standard Curing,20.0
824.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,204.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,899.0,Silica Sand,0.3,Straight Steel Fiber,164.0,13.0,0.16,not_applicable,0.0,221.8,unknown_type,26.0,Standard Curing,20.0
726.0,OPC_52.5,0.0,0.0,not_applicable,0.0,290.0,0.0,0.0,181.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,789.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,196.9,unknown_type,23.1,Standard Curing,20.0
691.0,OPC_52.5,0.0,0.0,not_applicable,0.0,276.0,0.0,0.0,172.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,759.0,Silica Sand,0.3,Straight Steel Fiber,138.0,13.0,0.16,not_applicable,0.0,187.3,unknown_type,22.0,Standard Curing,20.0
828.0,OPC_52.5,207.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,911.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,224.6,unknown_type,26.4,Steam Curing,90.0
818.0,OPC_52.5,204.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,899.0,Silica Sand,0.3,Straight Steel Fiber,164.0,13.0,0.16,not_applicable,0.0,221.8,unknown_type,26.0,Steam Curing,90.0
726.0,OPC_52.5,181.0,0.0,not_applicable,0.0,290.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,789.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,196.9,unknown_type,23.1,Steam Curing,90.0
691.0,OPC_52.5,172.0,0.0,not_applicable,0.0,276.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,759.0,Silica Sand,0.3,Straight Steel Fiber,138.0,13.0,0.16,not_applicable,0.0,187.3,unknown_type,22.0,Steam Curing,90.0
828.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,207.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,911.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,224.6,unknown_type,26.4,Steam Curing,90.0
824.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,204.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,899.0,Silica Sand,0.3,Straight Steel Fiber,164.0,13.0,0.16,not_applicable,0.0,221.8,unknown_type,26.0,Steam Curing,90.0
726.0,OPC_52.5,0.0,0.0,not_applicable,0.0,290.0,0.0,0.0,181.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,789.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,196.9,unknown_type,23.1,Steam Curing,90.0
691.0,OPC_52.5,0.0,0.0,not_applicable,0.0,276.0,0.0,0.0,172.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,759.0,Silica Sand,0.3,Straight Steel Fiber,138.0,13.0,0.16,not_applicable,0.0,187.3,unknown_type,22.0,Steam Curing,90.0
828.0,OPC_52.5,207.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,911.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,224.6,unknown_type,26.4,Steam Curing,150.0
818.0,OPC_52.5,204.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,899.0,Silica Sand,0.3,Straight Steel Fiber,164.0,13.0,0.16,not_applicable,0.0,221.8,unknown_type,26.0,Steam Curing,150.0
726.0,OPC_52.5,181.0,0.0,not_applicable,0.0,290.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,789.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,196.9,unknown_type,23.1,Steam Curing,150.0
691.0,OPC_52.5,172.0,0.0,not_applicable,0.0,276.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,759.0,Silica Sand,0.3,Straight Steel Fiber,138.0,13.0,0.16,not_applicable,0.0,187.3,unknown_type,22.0,Steam Curing,150.0
828.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,207.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,911.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,224.6,unknown_type,26.4,Steam Curing,150.0
824.0,OPC_52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,204.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,899.0,Silica Sand,0.3,Straight Steel Fiber,164.0,13.0,0.16,not_applicable,0.0,221.8,unknown_type,26.0,Steam Curing,150.0
726.0,OPC_52.5,0.0,0.0,not_applicable,0.0,290.0,0.0,0.0,181.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,789.0,Silica Sand,0.3,not_applicable,0.0,0.0,0.0,not_applicable,0.0,196.9,unknown_type,23.1,Steam Curing,150.0
691.0,OPC_52.5,0.0,0.0,not_applicable,0.0,276.0,0.0,0.0,172.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,759.0,Silica Sand,0.3,Straight Steel Fiber,138.0,13.0,0.16,not_applicable,0.0,187.3,unknown_type,22.0,Steam Curing,150.0
833.0,OPC_I,208.25,0.0,not_applicable,0.0,0.0,208.25,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1149.54,Locally Available Sand,0.6,not_applicable,0.0,0.0,0.0,not_applicable,0.0,183.26,PCE_SP,4.4982,Standard Curing,20.0
833.0,OPC_I,208.25,0.0,not_applicable,0.0,0.0,208.25,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1074.57,Locally Available Sand,0.6,not_applicable,0.0,0.0,0.0,not_applicable,0.0,183.26,PCE_SP,4.4982,Standard Curing,20.0
833.0,OPC_I,208.25,0.0,not_applicable,0.0,0.0,249.9,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1399.44,Locally Available Sand,0.6,Straight Steel Fiber,195.0,13.0,0.2,not_applicable,0.0,183.26,PCE_SP,5.9976,Standard Curing,20.0
