original_feature,repeat,baseline_rmse,permuted_rmse,rmse_delta
slag,27,29.127843361357257,28.216784961711497,-0.9110583996457606
slag,28,29.127843361357257,28.31547557503765,-0.8123677863196086
slag,29,29.127843361357257,28.339937772082642,-0.7879055892746152
slag_type,0,29.127843361357257,29.071931795547254,-0.05591156581000334
slag_type,1,29.127843361357257,29.08103831475064,-0.046805046606618106
slag_type,2,29.127843361357257,29.079270371717357,-0.048572989639900754
slag_type,3,29.127843361357257,29.075667564251514,-0.05217579710574327
slag_type,4,29.127843361357257,29.098731456125034,-0.029111905232223734
slag_type,5,29.127843361357257,29.062479384568064,-0.06536397678919315
slag_type,6,29.127843361357257,29.06575189762194,-0.062091463735317376
slag_type,7,29.127843361357257,29.07730094121599,-0.050542420141265865
slag_type,8,29.127843361357257,29.077043250278606,-0.0508001110786509
slag_type,9,29.127843361357257,29.061607104390028,-0.06623625696722968
slag_type,10,29.127843361357257,29.080584530897706,-0.04725883045955115
slag_type,11,29.127843361357257,29.069371810786347,-0.05847155057091058
slag_type,12,29.127843361357257,29.094892058494658,-0.03295130286259962
slag_type,13,29.127843361357257,29.052152541275372,-0.07569082008188488
slag_type,14,29.127843361357257,29.08030927068646,-0.047534090670797724
slag_type,15,29.127843361357257,29.075024126138036,-0.05281923521922138
slag_type,16,29.127843361357257,29.075331248185265,-0.05251211317199278
slag_type,17,29.127843361357257,29.078532585753454,-0.04931077560380359
slag_type,18,29.127843361357257,29.073572555201572,-0.054270806155685136
slag_type,19,29.127843361357257,29.08971828710522,-0.038125074252036484
slag_type,20,29.127843361357257,29.061558548450748,-0.06628481290650967
slag_type,21,29.127843361357257,29.094767243007517,-0.03307611834974011
slag_type,22,29.127843361357257,29.07271610081451,-0.05512726054274708
slag_type,23,29.127843361357257,29.055643679742882,-0.07219968161437507
slag_type,24,29.127843361357257,29.057706134386436,-0.07013722697082159
slag_type,25,29.127843361357257,29.072553438605198,-0.055289922752059795
slag_type,26,29.127843361357257,29.067113164771364,-0.060730196585893736
slag_type,27,29.127843361357257,29.06863547518143,-0.05920788617582673
slag_type,28,29.127843361357257,29.06577591350615,-0.062067447851106294
slag_type,29,29.127843361357257,29.081775740144668,-0.04606762121258967
nano_caco3,0,29.127843361357257,29.11119740034895,-0.016645961008308063
nano_caco3,1,29.127843361357257,29.08531883122468,-0.042524530132578064
nano_caco3,2,29.127843361357257,29.175715284318166,0.047871922960908364
nano_caco3,3,29.127843361357257,29.086331864636172,-0.04151149672108545
nano_caco3,4,29.127843361357257,29.14978691128463,0.021943549927371464
nano_caco3,5,29.127843361357257,29.180092405315797,0.05224904395853969
nano_caco3,6,29.127843361357257,29.146106171232475,0.018262809875217556
nano_caco3,7,29.127843361357257,29.07578329796275,-0.05206006339450653
nano_caco3,8,29.127843361357257,29.073531243863634,-0.05431211749362319
nano_caco3,9,29.127843361357257,29.160277951107524,0.032434589750266696
nano_caco3,10,29.127843361357257,29.150424088757713,0.022580727400455913
nano_caco3,11,29.127843361357257,29.14832979134755,0.020486429990292265
nano_caco3,12,29.127843361357257,29.146781743713685,0.018938382356427752
nano_caco3,13,29.127843361357257,29.146700779859565,0.018857418502307155
nano_caco3,14,29.127843361357257,29.13551170483543,0.007668343478172801
nano_caco3,15,29.127843361357257,29.130850617418222,0.003007256060964636
nano_caco3,16,29.127843361357257,29.133008402774916,0.0051650414176585
nano_caco3,17,29.127843361357257,29.118442435802628,-0.00940092555462968
nano_caco3,18,29.127843361357257,29.13551170483543,0.007668343478172801
nano_caco3,19,29.127843361357257,29.158778768049448,0.030935406692190526
nano_caco3,20,29.127843361357257,29.107590278172722,-0.020253083184535114
nano_caco3,21,29.127843361357257,29.171326711168998,0.043483349811740624
nano_caco3,22,29.127843361357257,29.153336333434254,0.025492972076996523
nano_caco3,23,29.127843361357257,29.105087839008895,-0.02275552234836198
nano_caco3,24,29.127843361357257,29.14805244275268,0.020209081395421435
nano_caco3,25,29.127843361357257,29.09054015781917,-0.03730320353808736
nano_caco3,26,29.127843361357257,29.13274298268991,0.004899621332651094
nano_caco3,27,29.127843361357257,29.136714277855397,0.008870916498139536
nano_caco3,28,29.127843361357257,29.086331864636172,-0.04151149672108545
nano_caco3,29,29.127843361357257,29.11398877358408,-0.01385458777317794
