feature_group,features_permuted,n_features_permuted,repeat,baseline_rmse,permuted_rmse,rmse_delta
fibers,"fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber2_type,fiber2_amount",6,26,29.127843361357257,33.20911676828532,4.081273406928062
fibers,"fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber2_type,fiber2_amount",6,27,29.127843361357257,33.34334078147076,4.2154974201135005
fibers,"fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber2_type,fiber2_amount",6,28,29.127843361357257,34.21519960663576,5.0873562452784995
fibers,"fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber2_type,fiber2_amount",6,29,29.127843361357257,33.61674366635316,4.4889003049959015
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,0,29.127843361357257,30.731294686536717,1.60345132517946
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,1,29.127843361357257,30.949353739858935,1.821510378501678
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,2,29.127843361357257,31.04883280713421,1.9209894457769536
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,3,29.127843361357257,30.894617950491398,1.7667745891341404
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,4,29.127843361357257,30.513019125581373,1.3851757642241154
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,5,29.127843361357257,31.163408059858327,2.0355646985010694
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,6,29.127843361357257,30.99733897856232,1.869495617205061
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,7,29.127843361357257,30.58811907397505,1.4602757126177934
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,8,29.127843361357257,31.104017123495062,1.9761737621378046
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,9,29.127843361357257,30.661433756553418,1.5335903951961605
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,10,29.127843361357257,30.931946461507714,1.8041031001504564
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,11,29.127843361357257,30.943693504613012,1.815850143255755
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,12,29.127843361357257,30.964708490040074,1.8368651286828168
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,13,29.127843361357257,30.663002989173503,1.5351596278162454
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,14,29.127843361357257,31.176310389434953,2.0484670280776953
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,15,29.127843361357257,31.05349044232635,1.9256470809690924
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,16,29.127843361357257,31.41120309773741,2.2833597363801523
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,17,29.127843361357257,31.050026223420467,1.9221828620632095
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,18,29.127843361357257,31.08467595917434,1.9568325978170833
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,19,29.127843361357257,31.37932489759856,2.251481536241304
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,20,29.127843361357257,31.422710614812797,2.294867253455539
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,21,29.127843361357257,30.95336921082284,1.8255258494655813
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,22,29.127843361357257,31.031208546794282,1.9033651854370248
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,23,29.127843361357257,30.91926537019663,1.7914220088393726
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,24,29.127843361357257,30.87508869765692,1.7472453362996632
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,25,29.127843361357257,30.818409957292634,1.6905665959353762
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,26,29.127843361357257,31.25256835562202,2.1247249942647635
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,27,29.127843361357257,31.20653867119825,2.0786953098409917
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,28,29.127843361357257,31.09029703890626,1.9624536775490036
fillers_and_aggregates,"filler,filler_type,sand,sand_type,sand_max_size",5,29,29.127843361357257,30.606958640401498,1.4791152790442403
water,water,1,0,29.127843361357257,29.457506080272417,0.3296627189151593
water,water,1,1,29.127843361357257,29.78464272027962,0.6567993589223633
water,water,1,2,29.127843361357257,29.317435481326765,0.18959211996950742
water,water,1,3,29.127843361357257,29.678060156320026,0.5502167949627683
water,water,1,4,29.127843361357257,29.529299965098513,0.4014566037412557
water,water,1,5,29.127843361357257,29.64782406479791,0.5199807034406518
water,water,1,6,29.127843361357257,29.568813299944505,0.44096993858724787
water,water,1,7,29.127843361357257,29.65657653071078,0.5287331693535222
water,water,1,8,29.127843361357257,29.726410088292173,0.5985667269349157
water,water,1,9,29.127843361357257,29.588844487281246,0.461001125923989
water,water,1,10,29.127843361357257,29.54239704867431,0.4145536873170528
water,water,1,11,29.127843361357257,29.648066317975612,0.5202229566183547
water,water,1,12,29.127843361357257,29.54007974489477,0.41223638353751113
water,water,1,13,29.127843361357257,29.581718265658033,0.4538749043007755
water,water,1,14,29.127843361357257,29.611388265296906,0.48354490393964866
water,water,1,15,29.127843361357257,29.606369967011076,0.4785266056538191
water,water,1,16,29.127843361357257,29.54675292781047,0.41890956645321253
water,water,1,17,29.127843361357257,29.510507048993777,0.38266368763651926
water,water,1,18,29.127843361357257,29.48653891984322,0.35869555848596235
water,water,1,19,29.127843361357257,29.46635642035342,0.33851305899616335
water,water,1,20,29.127843361357257,29.60489416661279,0.47705080525553356
water,water,1,21,29.127843361357257,29.85405767369012,0.7262143123328642
water,water,1,22,29.127843361357257,29.615869306539167,0.48802594518191
water,water,1,23,29.127843361357257,29.58105239120648,0.45320902984922284
water,water,1,24,29.127843361357257,29.679743686040457,0.5519003246831993
water,water,1,25,29.127843361357257,29.62946547606471,0.5016221147074518
water,water,1,26,29.127843361357257,29.65486373653976,0.5270203751825022
water,water,1,27,29.127843361357257,29.544493928927967,0.4166505675707093
water,water,1,28,29.127843361357257,29.576305925333845,0.44846256397658735
water,water,1,29,29.127843361357257,29.673436702962007,0.54559334160475
