fiber_group,n_rows,MAE,RMSE,Bias,MedianAE,ActualMean,PredictedMean
fiber_used,222,17.012645663436214,21.316347693059384,4.434504401277949,14.169672724497985,158.86639886086692,154.43189445958896
no_fiber_reported,91,15.46518067392848,19.973580141117154,-1.6684499646235966,13.450843267090306,131.47664835164832,133.14509831627197
