publication_group,publication_reference_id,publication_source,publication_country,publication_year,n_rows,target_mean,target_std,target_min,target_max,missing_cells_total,missing_cells_per_row_mean,fiber_used_percentage,eligible_for_reliable_publication_metrics,dominant_curing_method,cement_min,cement_max,silica_fume_min,silica_fume_max,fly_ash_min,fly_ash_max,ggbfs_min,ggbfs_max,slag_min,slag_max,water_min,water_max,sand_min,sand_max,sp_amount_min,sp_amount_max,fiber1_amount_min,fiber1_amount_max,curing_temp_min,curing_temp_max
Ref-56-Research,Ref-56-Research,shared_semantic_dataset,,,5,118.4,21.66333307688362,103.0,156.0,0,0.0,20.0,False,Standard Curing,591.9,883.9,24.7,25.5,0.0,264.3,0.0,270.7,0.0,0.0,159.3,164.4,1277.2,1318.5,44.0,45.5,0.0,195.0,21.0,21.0
Ref-72-Research,Ref-72-Research,shared_semantic_dataset,,,5,119.4,2.701851217221259,115.0,122.0,5,1.0,0.0,False,Standard Curing,546.0,810.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,500.0,991.0,35.0,35.0,0.0,0.0,20.0,20.0
Ref-75-Research,Ref-75-Research,shared_semantic_dataset,,,5,129.82,1.2144340245563003,128.35,130.94,0,0.0,0.0,False,Standard Curing,490.0,690.0,187.0,187.0,0.0,0.0,0.0,0.0,0.0,200.0,204.0,204.0,920.0,920.0,41.8,41.8,0.0,0.0,20.0,20.0
Ref-78-Research,Ref-78-Research,shared_semantic_dataset,,,5,134.0,4.301162633521313,129.0,139.0,5,1.0,100.0,False,Standard Curing,600.0,600.0,150.0,150.0,0.0,0.0,750.0,750.0,0.0,0.0,240.0,240.0,500.0,500.0,15.0,15.0,20.0,20.0,,
Ref-94-Research,Ref-94-Research,shared_semantic_dataset,,,5,166.0,14.491376746189438,148.0,182.0,1,0.2,100.0,False,Standard Curing,854.0,854.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,167.74,167.74,0.0,1067.0,32.0,32.0,234.0,234.0,20.0,20.0
Ref-11-Research ,Ref-11-Research ,shared_semantic_dataset,,,4,127.75,16.152915113584505,107.0,142.0,4,1.0,0.0,False,Standard Curing,195.4,977.0,183.0,183.0,0.0,0.0,0.0,715.0,0.0,0.0,145.63,160.39,1075.0,1075.0,10.54,25.31,0.0,0.0,20.0,20.0
Ref-12-Research,Ref-12-Research,shared_semantic_dataset,,,4,145.75,6.5,140.0,155.0,0,0.0,100.0,False,Standard Curing,960.0,960.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,248.0,960.0,960.0,24.0,24.0,192.0,192.0,20.0,20.0
Ref-120-Research,Ref-120-Research,shared_semantic_dataset,,,4,143.5,33.481338085566414,108.0,184.0,0,0.0,75.0,False,Standard Curing,540.0,540.0,108.0,108.0,432.0,432.0,0.0,0.0,0.0,0.0,172.8,172.8,1296.0,1296.0,37.8,37.8,0.0,234.0,20.0,20.0
Ref-137-Research,Ref-137-Research,shared_semantic_dataset,,,4,127.75,7.135591542869215,118.0,135.0,4,1.0,100.0,False,Standard Curing,1206.2,1213.7,0.0,60.6,241.2,303.4,0.0,0.0,0.0,0.0,256.2,257.5,542.5,545.3,22.62,22.76,14.5,19.4,,
Ref-146-Research,Ref-146-Research,shared_semantic_dataset,,,4,138.25,5.251983752196243,131.0,143.0,4,1.0,100.0,False,Standard Curing,400.0,800.0,150.0,150.0,0.0,0.0,750.0,750.0,0.0,0.0,230.0,230.0,500.0,500.0,12.0,25.0,19.4,19.4,,
Ref-148-Research,Ref-148-Research,shared_semantic_dataset,,,4,91.0,7.2571803523590805,84.0,101.0,0,0.0,100.0,False,Air Curing,539.35,898.91,90.99,90.99,451.2,451.2,0.0,0.0,0.0,0.0,275.0,275.0,451.0,451.0,20.0,20.0,20.0,20.0,25.0,25.0
Ref-149-Research,Ref-149-Research,shared_semantic_dataset,,,4,94.84750000000001,11.981684286165,83.0,111.3,0,0.0,100.0,False,Air Curing,430.0,718.0,128.0,128.0,574.0,574.0,0.0,0.0,0.0,0.0,290.0,290.0,429.0,429.0,25.0,30.0,20.0,20.0,25.0,25.0
Ref-154-Research,Ref-154-Research,shared_semantic_dataset,,,4,96.25,10.275375094532235,83.0,108.0,0,0.0,100.0,False,Air Curing,718.0,718.0,128.0,128.0,0.0,574.4,0.0,0.0,0.0,0.0,290.0,290.0,429.0,429.0,25.0,31.0,20.0,20.0,26.0,26.0
Ref-158-Research,Ref-158-Research,shared_semantic_dataset,,,4,125.25,7.804912982645397,114.0,132.0,0,0.0,100.0,False,Standard Curing,980.0,1400.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,304.0,693.0,693.0,40.0,40.0,19.2,19.2,25.0,25.0
Ref-164-Research,Ref-164-Research,shared_semantic_dataset,,,4,148.425,19.8661143659247,124.7,166.1,0,0.0,100.0,False,Standard Curing,401.0,729.0,124.0,124.0,0.0,328.0,0.0,328.0,0.0,0.0,200.0,200.0,833.0,833.0,30.0,30.0,155.0,155.0,30.0,30.0
Ref-28-Research,Ref-28-Research,shared_semantic_dataset,,,4,201.0,12.110601416389967,183.0,209.0,0,0.0,100.0,False,Heat Curing,788.5,788.5,197.1,197.1,0.0,0.0,0.0,0.0,0.0,0.0,160.3,160.3,867.4,867.4,52.6,52.6,78.0,234.0,90.0,90.0
Ref-32-Research,Ref-32-Research,shared_semantic_dataset,,,4,150.2,8.660638929470888,143.5,162.6,8,2.0,100.0,False,Standard Curing,750.0,750.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,1030.0,1030.0,16.0,16.0,191.0,191.0,,
Ref-41-Research,Ref-41-Research,shared_semantic_dataset,,,4,145.25,23.51418011895517,112.0,165.0,0,0.0,0.0,False,Standard Curing,325.3,1251.2,75.7,291.3,0.0,0.0,0.0,0.0,0.0,0.0,201.4,201.4,407.8,455.7,5.1,28.2,0.0,0.0,20.0,20.0
Ref-44-Research,Ref-44-Research,shared_semantic_dataset,,,4,142.75,9.069178573608527,132.0,154.0,0,0.0,100.0,False,Standard Curing,500.0,700.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,200.0,160.0,160.0,850.0,850.0,18.0,18.0,156.0,156.0,20.0,20.0
Ref-8-Research,Ref-8-Research,shared_semantic_dataset,,,4,185.25,27.861263431510064,153.0,221.0,0,0.0,0.0,False,Standard Curing,735.0,735.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,962.0,962.0,30.65,30.65,0.0,0.0,20.0,20.0
Ref-81-Research,Ref-81-Research,shared_semantic_dataset,,,4,96.135,6.549776077597363,87.0,102.54,0,0.0,100.0,False,Standard Curing,400.0,800.0,150.0,150.0,0.0,0.0,750.0,750.0,0.0,0.0,251.0,260.0,500.0,500.0,25.0,25.0,19.4,19.4,20.0,20.0
Ref-9-Research,Ref-9-Research,shared_semantic_dataset,,,4,164.75,14.952703211571256,156.0,187.0,0,0.0,100.0,False,Standard Curing,669.0,726.0,132.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,191.0,868.0,984.0,30.0,33.0,30.0,113.0,20.0,20.0
Ref-92-Research,Ref-92-Research,shared_semantic_dataset,,,4,170.5,16.54287359157008,149.0,184.0,0,0.0,100.0,False,Standard Curing,963.86,963.86,96.39,96.39,0.0,0.0,0.0,0.0,0.0,0.0,144.58,192.77,1031.33,1233.74,28.92,48.19,67.47,67.47,20.0,20.0
Ref-95-Research,Ref-95-Research,shared_semantic_dataset,,,4,145.0,7.393691004272944,136.0,152.0,0,0.0,100.0,False,Standard Curing,731.71,1170.73,292.68,292.68,0.0,0.0,0.0,0.0,0.0,0.0,210.73,210.73,673.17,673.17,14.05,14.05,19.4,19.4,22.0,22.0
Ref-108-Research,Ref-108-Research,shared_semantic_dataset,,,3,121.66666666666667,16.502525059315417,105.0,138.0,6,2.0,100.0,False,Standard Curing,998.0,998.0,149.7,299.4,0.0,89.82,0.0,0.0,0.0,0.0,229.54,249.5,1197.6,1756.48,19.96,49.9,156.0,156.0,,
Ref-127-Research,Ref-127-Research,shared_semantic_dataset,,,3,201.20000000000002,3.637306695894637,197.3,204.5,3,1.0,100.0,False,Standard Curing,788.5,788.5,197.1,197.1,0.0,0.0,0.0,0.0,0.0,0.0,160.3,160.3,867.4,867.4,15.77,15.77,156.0,156.0,,
Ref-128-Research,Ref-128-Research,shared_semantic_dataset,,,3,201.26666666666665,3.6555893277737432,197.3,204.5,0,0.0,100.0,False,Steam Curing,788.5,788.5,197.13,197.13,0.0,0.0,0.0,0.0,0.0,0.0,197.125,197.125,867.35,867.35,15.77,15.77,156.0,156.0,90.0,90.0
Ref-143-Research,Ref-143-Research,shared_semantic_dataset,,,3,92.23333333333335,7.68916987283629,87.4,101.1,0,0.0,100.0,False,Standard Curing,414.0,517.5,104.8,104.8,517.5,517.5,0.0,0.0,0.0,0.0,250.0,250.0,410.0,410.0,18.2,18.2,19.4,19.4,23.0,23.0
Ref-167-Research,Ref-167-Research,shared_semantic_dataset,,,3,191.36666666666667,3.613093472973316,189.1,195.533333333333,3,1.0,66.66666666666666,False,Standard Curing,779.5,795.4,165.2,168.6,0.0,0.0,0.0,0.0,0.0,0.0,184.0,188.0,951.6,971.0,23.6,24.1,0.0,157.0,,
Ref-2-Research,Ref-2-Research,shared_semantic_dataset,,,3,155.0,10.14889156509222,144.0,164.0,0,0.0,100.0,False,Standard Curing,375.0,856.0,214.0,214.0,0.0,161.0,0.0,321.0,0.0,0.0,182.0,182.0,1178.0,1178.0,9.1,24.6,160.0,160.0,20.0,20.0
Ref-71-Research,Ref-71-Research,shared_semantic_dataset,,,3,151.36666666666667,7.9002109676472205,143.5,159.3,0,0.0,100.0,False,Steam Curing,625.0,1000.0,250.0,250.0,0.0,0.0,0.0,375.0,0.0,0.0,170.0,170.0,1100.0,1100.0,70.0,70.0,156.0,156.0,70.0,70.0
Ref-86-Research,Ref-86-Research,shared_semantic_dataset,,,3,170.0,5.0,165.0,175.0,0,0.0,0.0,False,Standard Curing,800.0,1000.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,1000.0,1000.0,7.6,12.0,0.0,0.0,20.0,20.0
Ref-109-Research,Ref-109-Research,shared_semantic_dataset,,,2,240.0,14.142135623730951,230.0,250.0,0,0.0,50.0,False,Standard Curing,878.8,878.8,219.7,219.7,0.0,0.0,0.0,0.0,0.0,0.0,166.971805199561,166.971805199561,808.5,905.16,9.66678872207982,9.66678872207982,0.0,237.275723178323,20.0,20.0
Ref-111-Research,Ref-111-Research,shared_semantic_dataset,,,2,196.5,6.363961030678928,192.0,201.0,0,0.0,50.0,False,Standard Curing,833.0,833.0,208.25,208.25,0.0,0.0,0.0,0.0,0.0,0.0,183.26,183.26,1074.57,1149.54,4.5,4.5,0.0,195.0,20.0,20.0
Ref-133-Research,Ref-133-Research,shared_semantic_dataset,,,2,117.095,6.229610742253485,112.69,121.5,2,1.0,100.0,False,Standard Curing,800.0,800.0,150.0,150.0,0.0,0.0,750.0,750.0,0.0,0.0,230.0,230.0,500.0,500.0,25.0,25.0,20.0,20.0,,
Ref-151-Research,Ref-151-Research,shared_semantic_dataset,,,2,104.5,14.849242404917497,94.0,115.0,2,1.0,100.0,False,Standard Curing,687.0,700.0,144.0,150.0,0.0,0.0,736.0,750.0,0.0,0.0,230.0,267.0,485.0,500.0,20.0,25.0,20.0,20.0,,
Ref-152-Research,Ref-152-Research,shared_semantic_dataset,,,2,211.89999999999998,1.8384776310850195,210.6,213.2,0,0.0,100.0,False,Standard Curing,1126.0,1126.0,282.0,282.0,0.0,0.0,141.0,141.0,0.0,0.0,245.0,245.0,422.0,422.0,23.0,23.0,78.0,117.0,22.0,22.0
Ref-33-Research,Ref-33-Research,shared_semantic_dataset,,,2,135.94,20.675802281894654,121.32,150.56,0,0.0,50.0,False,Heat Curing,657.0,657.0,119.0,119.0,0.0,0.0,418.0,418.0,0.0,0.0,185.0,185.0,1051.0,1051.0,40.0,40.0,0.0,157.0,90.0,90.0
Ref-40-Research,Ref-40-Research,shared_semantic_dataset,,,2,158.5,55.86143571373726,119.0,198.0,2,1.0,100.0,False,Standard Curing,710.0,710.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,1020.0,1020.0,31.0,31.0,156.0,156.0,22.0,90.0
Ref-68-Research,Ref-68-Research,shared_semantic_dataset,,,2,150.5,6.363961030678928,146.0,155.0,0,0.0,100.0,False,Standard Curing,691.0,691.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,187.3,187.3,759.0,759.0,22.0,22.0,138.0,138.0,20.0,20.0
Ref-80-Research,Ref-80-Research,shared_semantic_dataset,,,2,117.19,6.363961030678928,112.69,121.69,2,1.0,100.0,False,Standard Curing,800.0,800.0,150.0,150.0,0.0,0.0,450.0,450.0,0.0,0.0,230.0,230.0,800.0,800.0,25.0,25.0,19.0,19.0,,
Ref-83-Research,Ref-83-Research,shared_semantic_dataset,,,2,125.0,4.242640687119285,122.0,128.0,0,0.0,100.0,False,Standard Curing,480.0,480.0,96.0,96.0,384.0,384.0,0.0,0.0,0.0,0.0,153.6,153.6,1152.0,1152.0,33.6,33.6,156.0,156.0,20.0,20.0
Ref-89-Research,Ref-89-Research,shared_semantic_dataset,,,2,186.5,2.1213203435596424,185.0,188.0,0,0.0,0.0,False,Standard Curing,1000.0,1000.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,1000.0,1000.0,7.6,12.0,0.0,0.0,20.0,20.0
Ref-119-Research,Ref-119-Research,shared_semantic_dataset,,,1,162.1,,162.1,162.1,0,0.0,100.0,False,Standard Curing,1011.0,1011.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,162.0,883.0,883.0,50.0,50.0,158.0,158.0,23.0,23.0
Ref-129-Research,Ref-129-Research,shared_semantic_dataset,,,1,112.0,,112.0,112.0,1,1.0,0.0,False,Autoclave Curing,700.0,700.0,100.0,100.0,0.0,0.0,200.0,200.0,0.0,0.0,230.0,230.0,1000.0,1000.0,25.0,25.0,0.0,0.0,200.0,200.0
Ref-35-Research,Ref-35-Research,shared_semantic_dataset,,,1,175.0,,175.0,175.0,2,2.0,100.0,False,Standard Curing,1050.0,1050.0,275.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,730.0,730.0,35.0,35.0,470.0,470.0,,
Ref-97-Research,Ref-97-Research,shared_semantic_dataset,,,1,119.6,,119.6,119.6,1,1.0,100.0,False,Standard Curing,700.0,700.0,150.0,150.0,0.0,0.0,750.0,750.0,0.0,0.0,230.0,230.0,500.0,500.0,25.0,25.0,20.0,20.0,,
