modeling_rows,publication_groups,minimum_group_rows,median_group_rows,maximum_group_rows,publications_with_at_least_minimum_rows,rows_in_publications_with_at_least_minimum_rows,largest_publication_row_percentage
2073,165,1,8.0,112,6,452,5.4027978774722625
