Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Fly Ash Type,Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Type of Slag,Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sustainable Filler | Type of Filler,Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Fiber | Tensile Strength (MPa),"Mix Constitutents | Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Synergetic Fiber | Type of Fiber,Mix Constitutents | Synergetic Fiber | Amount / Quantity of Fiber,Mix Constitutents | Synergetic Fiber | Length (mm),Mix Constitutents | Synergetic Fiber | Diameter (mm),Mix Constitutents | Synergetic Fiber | Tensile Strength (MPa),"Mix Constitutents | Synergetic Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C),Curing Regime | Humidity (%),Curing Regime | Pressure (MPa),Mechanical Properties | Compressive Strength (Mpa) | 28-Day
1100.0,ordinary Portland cement Type I cement,,275.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,652.09,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,206.25,polycarboxylic ether (PCE) based superplasticizer,48.81,Standard Curing,22.0,,,138.9
1200.0,ordinary Portland cement Type I cement,,180.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,676.29,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylic ether (PCE) based superplasticizer,48.99,Standard Curing,22.0,,,132.8
1200.0,ordinary Portland cement Type I cement,,240.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,581.13,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,216.0,polycarboxylic ether (PCE) based superplasticizer,51.12,Standard Curing,22.0,,,135.0
1200.0,ordinary Portland cement Type I cement,,300.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,485.97,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,225.0,polycarboxylic ether (PCE) based superplasticizer,53.25,Standard Curing,22.0,,,137.0
1000.0,ordinary Portland cement Type I cement,,150.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,945.25,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,201.25,polycarboxylic ether (PCE) based superplasticizer,23.0,Standard Curing,22.0,,,129.4
1000.0,ordinary Portland cement Type I cement,,200.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,864.58,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,210.0,polycarboxylic ether (PCE) based superplasticizer,24.0,Standard Curing,22.0,,,133.3
1000.0,ordinary Portland cement Type I cement,,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,783.91,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,218.75,polycarboxylic ether (PCE) based superplasticizer,25.0,Standard Curing,22.0,,,135.0
1100.0,ordinary Portland cement Type I cement,,165.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,806.45,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,221.375,polycarboxylic ether (PCE) based superplasticizer,18.98,Standard Curing,22.0,,,128.4
1100.0,ordinary Portland cement Type I cement,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,718.35,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,231.0,polycarboxylic ether (PCE) based superplasticizer,19.8,Standard Curing,22.0,,,130.0
1100.0,ordinary Portland cement Type I cement,,275.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,630.25,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,240.625,polycarboxylic ether (PCE) based superplasticizer,20.63,Standard Curing,22.0,,,133.0
1200.0,ordinary Portland cement Type I cement,,180.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,654.37,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,241.5,polycarboxylic ether (PCE) based superplasticizer,20.7,Standard Curing,22.0,,,130.0
1200.0,ordinary Portland cement Type I cement,,240.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,558.26,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,252.0,polycarboxylic ether (PCE) based superplasticizer,21.6,Standard Curing,22.0,,,134.0
1200.0,ordinary Portland cement Type I cement,,300.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,462.15,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,262.5,polycarboxylic ether (PCE) based superplasticizer,22.5,Standard Curing,22.0,,,136.0
1000.0,ordinary Portland cement Type I cement,,150.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,885.8,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,230.0,polycarboxylic ether (PCE) based superplasticizer,17.25,Standard Curing,22.0,,,121.5
1000.0,ordinary Portland cement Type I cement,,200.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,802.55,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,240.0,polycarboxylic ether (PCE) based superplasticizer,18.0,Standard Curing,22.0,,,126.2
1000.0,ordinary Portland cement Type I cement,,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,719.29,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,250.0,polycarboxylic ether (PCE) based superplasticizer,18.75,Standard Curing,22.0,,,128.0
1100.0,ordinary Portland cement Type I cement,,165.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,741.06,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,253.0,polycarboxylic ether (PCE) based superplasticizer,12.65,Standard Curing,22.0,,,123.3
1100.0,ordinary Portland cement Type I cement,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,650.11,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,264.0,polycarboxylic ether (PCE) based superplasticizer,13.2,Standard Curing,22.0,,,125.7
1100.0,ordinary Portland cement Type I cement,,275.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,559.17,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,275.0,polycarboxylic ether (PCE) based superplasticizer,13.75,Standard Curing,22.0,,,128.3
1200.0,ordinary Portland cement Type I cement,,180.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,583.03,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,276.0,polycarboxylic ether (PCE) based superplasticizer,13.8,Standard Curing,22.0,,,128.0
1200.0,ordinary Portland cement Type I cement,,240.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,483.81,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,288.0,polycarboxylic ether (PCE) based superplasticizer,14.4,Standard Curing,22.0,,,132.2
1200.0,ordinary Portland cement Type I cement,,300.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,384.6,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,2850.0,,not_applicable,0.0,,,,,300.0,polycarboxylic ether (PCE) based superplasticizer,15.0,Standard Curing,22.0,,,135.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,not_applicable,0.0,,,,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,151.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,78.5,8.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,156.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,235.5,8.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,164.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,471.0,8.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,171.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,78.5,12.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,158.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,235.5,12.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,166.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,471.0,12.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,173.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,78.5,16.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,159.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,235.5,16.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,165.0
900.0,portland cement,,180.0,0.0,not_applicable,0.0,270.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1080.0,Quartz sand,,Straight Steel Fibers,471.0,16.0,0.2,2850.0,,not_applicable,0.0,,,,,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0,95.0,,170.0
1092.0,Portland cement Type 1 cement,,273.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,647.0,Arkansas River sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,273.0,HRWRA,30.26,heat curing,90.0,100.0,,136.4
1092.0,Portland cement Type 1 cement,,273.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,647.0,Arkansas River sand,3.0,Straight Steel Fibers,27.3,12.7,0.2,,,not_applicable,0.0,,,,,273.0,HRWRA,30.26,heat curing,90.0,100.0,,137.9
1092.0,Portland cement Type 1 cement,,273.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,647.0,Arkansas River sand,3.0,Straight Steel Fibers,54.6,12.7,0.2,,,not_applicable,0.0,,,,,273.0,HRWRA,30.26,heat curing,90.0,100.0,,140.8
1092.0,Portland cement Type 1 cement,,273.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,647.0,Arkansas River sand,3.0,Straight Steel Fibers,81.9,12.7,0.2,,,not_applicable,0.0,,,,,273.0,HRWRA,30.26,heat curing,90.0,100.0,,155.3
1280.0,Portland cement Type 1 cement,,320.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,310.0,Arkansas River sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,320.0,HRWRA,38.22,heat curing,90.0,100.0,,135.0
1280.0,Portland cement Type 1 cement,,320.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,310.0,Arkansas River sand,3.0,Straight Steel Fibers,32.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,38.22,heat curing,90.0,100.0,,135.9
1280.0,Portland cement Type 1 cement,,320.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,310.0,Arkansas River sand,3.0,Straight Steel Fibers,64.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,38.22,heat curing,90.0,100.0,,143.2
1280.0,Portland cement Type 1 cement,,320.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,310.0,Arkansas River sand,3.0,Straight Steel Fibers,96.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,38.22,heat curing,90.0,100.0,,145.7
1280.0,Portland cement Type 1 cement,,320.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,310.0,Arkansas River sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,320.0,HRWRA,77.22,heat curing,90.0,100.0,,124.1
1280.0,Portland cement Type 1 cement,,320.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,310.0,Arkansas River sand,3.0,Straight Steel Fibers,32.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,77.22,heat curing,90.0,100.0,,128.3
1280.0,Portland cement Type 1 cement,,320.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,310.0,Arkansas River sand,3.0,Straight Steel Fibers,64.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,77.22,heat curing,90.0,100.0,,127.6
1280.0,Portland cement Type 1 cement,,320.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,310.0,Arkansas River sand,3.0,Straight Steel Fibers,96.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,77.22,heat curing,90.0,100.0,,144.1
1280.0,Portland cement Type 1 cement,,320.0,292.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,,not_applicable,0.0,,,,,not_applicable,0.0,,,,,320.0,HRWRA,35.37,heat curing,90.0,100.0,,135.5
1280.0,Portland cement Type 1 cement,,320.0,292.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,,Straight Steel Fibers,32.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,35.37,heat curing,90.0,100.0,,146.8
1280.0,Portland cement Type 1 cement,,320.0,292.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,,Straight Steel Fibers,64.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,35.37,heat curing,90.0,100.0,,144.7
1280.0,Portland cement Type 1 cement,,320.0,292.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,,Straight Steel Fibers,96.0,12.7,0.2,,,not_applicable,0.0,,,,,320.0,HRWRA,35.37,heat curing,90.0,100.0,,162.4
675.0,Type III portland cement,,43.0,422.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,992.0,River Sand + Masonry sand + Lightweight sand,4.75,not_applicable,0.0,,,,,not_applicable,0.0,,,,,228.0,polycarboxylate-based HRWR,9.12,Standard Curing,23.0,100.0,,140.0
668.0,Type III portland cement,,42.5,418.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,982.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,78.0,13.0,0.2,1900.0,203.0,not_applicable,0.0,,,,,225.7,polycarboxylate-based HRWR,10.1565,Standard Curing,23.0,100.0,,143.0
663.0,Type III portland cement,,42.0,367.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,156.0,13.0,0.2,1900.0,203.0,not_applicable,0.0,,,,,214.4,polycarboxylate-based HRWR,10.72,Standard Curing,23.0,100.0,,153.0
663.0,Type III portland cement,,42.0,367.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,117.0,8.0,0.032,1900.0,203.0,PVA,6.5,8.0,0.038,1400.0,,214.4,polycarboxylate-based HRWR,12.864,Standard Curing,23.0,100.0,,160.0
663.0,Type III portland cement,,42.0,367.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,117.0,13.0,0.2,1900.0,203.0,Hooked end steel fiber,39.0,30.0,0.5,1900.0,,214.4,polycarboxylate-based HRWR,10.72,Standard Curing,23.0,100.0,,160.0
663.0,Type III portland cement,,42.0,367.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,78.0,13.0,0.2,1900.0,203.0,Hooked end steel fiber,78.0,30.0,0.5,1900.0,,214.4,polycarboxylate-based HRWR,11.792,Standard Curing,23.0,100.0,,160.0
663.0,Type III portland cement,,42.0,367.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,39.0,13.0,0.2,1900.0,203.0,Hooked end steel fiber,117.0,30.0,0.5,1900.0,,214.4,polycarboxylate-based HRWR,17.152,Standard Curing,23.0,100.0,,150.0
663.0,Type III portland cement,,42.0,367.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,River Sand + Masonry sand + Lightweight sand,4.75,Hooked End Steel Fiber,156.0,30.0,0.5,1900.0,203.0,not_applicable,0.0,,,,,214.4,polycarboxylate-based HRWR,23.584,Standard Curing,23.0,100.0,,145.0
654.0,Type III portland cement,,41.7,409.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,962.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,234.0,13.0,0.2,1900.0,203.0,not_applicable,0.0,,,,,220.94000000000003,polycarboxylate-based HRWR,27.6175,Standard Curing,23.0,100.0,,158.0
648.0,Type III portland cement,,41.3,405.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,952.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,312.0,13.0,0.2,1900.0,203.0,not_applicable,0.0,,,,,218.86,polycarboxylate-based HRWR,32.82899999999999,Standard Curing,23.0,100.0,,150.0
641.0,Type III portland cement,,40.8,401.0,Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,943.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,390.0,13.0,0.2,1900.0,203.0,not_applicable,0.0,,,,,216.56,polycarboxylate-based HRWR,43.312,Standard Curing,23.0,100.0,,146.0
809.0,P.I 42.5 Portland cement,42.5,270.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1079.0,Natural River sand,2.36,not_applicable,0.0,,,,,not_applicable,0.0,,,,,177.0,polycarboxylate-based superplasticizer,21.6,Standard Curing,20.0,,,105.0
800.0,P.I 42.5 Portland cement,42.5,267.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1067.0,Natural River sand,2.36,Straight Steel Fibers,78.0,13.0,0.2,2800.0,,not_applicable,0.0,,,,,175.0,polycarboxylate-based superplasticizer,21.3,Standard Curing,20.0,,,130.0
792.0,P.I 42.5 Portland cement,42.5,264.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1056.0,Natural River sand,2.36,Straight Steel Fibers,156.0,13.0,0.2,2800.0,,not_applicable,0.0,,,,,173.0,polycarboxylate-based superplasticizer,21.1,Standard Curing,20.0,,,152.0
784.0,P.I 42.5 Portland cement,42.5,261.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1045.0,Natural River sand,2.36,Straight Steel Fibers,234.0,13.0,0.2,2800.0,,not_applicable,0.0,,,,,171.0,polycarboxylate-based superplasticizer,20.9,Standard Curing,20.0,,,160.0
800.0,P.I 42.5 Portland cement,42.5,267.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1067.0,Natural River sand,2.36,Corrugated Steel Fiber,78.0,13.0,0.2,2800.0,,not_applicable,0.0,,,,,175.0,polycarboxylate-based superplasticizer,21.3,Standard Curing,20.0,,,132.0
792.0,P.I 42.5 Portland cement,42.5,264.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1056.0,Natural River sand,2.36,Corrugated Steel Fiber,156.0,13.0,0.2,2800.0,,not_applicable,0.0,,,,,173.0,polycarboxylate-based superplasticizer,21.1,Standard Curing,20.0,,,153.0
784.0,P.I 42.5 Portland cement,42.5,261.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1045.0,Natural River sand,2.36,Corrugated Steel Fiber,234.0,13.0,0.2,2800.0,,not_applicable,0.0,,,,,171.0,polycarboxylate-based superplasticizer,20.9,Standard Curing,20.0,,,163.0
