Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Fly Ash Type,Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Type of Slag,Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sustainable Filler | Type of Filler,Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Fiber | Tensile Strength (MPa),"Mix Constitutents | Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Synergetic Fiber | Type of Fiber,Mix Constitutents | Synergetic Fiber | Amount / Quantity of Fiber,Mix Constitutents | Synergetic Fiber | Length (mm),Mix Constitutents | Synergetic Fiber | Diameter (mm),Mix Constitutents | Synergetic Fiber | Tensile Strength (MPa),"Mix Constitutents | Synergetic Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C),Curing Regime | Humidity (%),Curing Regime | Pressure (MPa),Mechanical Properties | Compressive Strength (Mpa) | 28-Day
880.0,Standard Portland pozzolan cement,52.5,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,833.0,Calcareous sand,0.5,Straight Steel Fibers,351.0,6.0,0.16,,,Straight Steel Fiber,117.0,13.0,0.16,,,172.0,unknown_type,67.0,Heat curing,90.0,,,166.2
880.0,Standard Portland pozzolan cement,52.5,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,833.0,Calcareous sand,0.5,Straight Steel Fibers,468.0,6.0,0.16,,,Straight Steel Fiber,156.0,13.0,0.16,,,172.0,unknown_type,67.0,Heat curing,90.0,,,171.8
880.0,Standard Portland pozzolan cement,52.5,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,833.0,Calcareous sand,0.5,Straight Steel Fibers,585.0,6.0,0.16,,,Straight Steel Fiber,195.0,13.0,0.16,,,172.0,unknown_type,67.0,Heat curing,90.0,,,198.4
880.0,Standard Portland pozzolan cement,52.5,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,833.0,Calcareous sand,0.5,Straight Steel Fibers,401.0,6.0,0.16,,,Straight Steel Fiber,80.0,13.0,0.16,,,172.0,unknown_type,67.0,Standard Curing,20.0,,,135.9
880.0,Standard Portland pozzolan cement,52.5,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,833.0,Calcareous sand,0.5,Straight Steel Fibers,401.0,6.0,0.16,,,Straight Steel Fiber,80.0,13.0,0.16,,,172.0,unknown_type,67.0,Heat curing,90.0,,,162.3
874.0,CEM I 52.5 N,52.5,46.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,1055.0,Dolomite,220.0,Quartz Sand,1.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,202.4,unknown_type,27.6,Standard Curing,20.0,95.0,,131.0
598.0,CEM I 52.5 N,52.5,0.0,0.0,not_applicable,276.0,0.0,0.0,0.0,46.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,1055.0,Dolomite,220.0,Quartz Sand,1.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,202.4,unknown_type,27.6,Standard Curing,20.0,95.0,,97.0
598.0,CEM I 52.5 N,52.5,0.0,0.0,not_applicable,276.0,0.0,0.0,0.0,46.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,1055.0,Dolomite,220.0,Quartz Sand,1.0,recycled tyre steel fibres,78.4,15.0,0.18,2000.0,,not_applicable,0.0,,,,,202.4,unknown_type,27.6,Standard Curing,20.0,95.0,,112.0
598.0,CEM I 52.5 N,52.5,0.0,0.0,not_applicable,276.0,0.0,0.0,0.0,46.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,1055.0,Dolomite,220.0,Quartz Sand,1.0,recycled tyre steel fibres,117.5,15.0,0.18,2000.0,,not_applicable,0.0,,,,,202.4,unknown_type,27.6,Standard Curing,20.0,95.0,,108.0
598.0,CEM I 52.5 N,52.5,0.0,0.0,not_applicable,276.0,0.0,0.0,0.0,46.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,1055.0,Dolomite,220.0,Quartz Sand,1.0,carbon fibres (CF),8.9,1.0,0.007,4300.0,250.0,not_applicable,0.0,,,,,202.4,unknown_type,32.2,Standard Curing,20.0,95.0,,104.0
598.0,CEM I 52.5 N,52.5,0.0,0.0,not_applicable,276.0,0.0,0.0,0.0,46.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,1055.0,Dolomite,220.0,Quartz Sand,1.0,carbon fibres (CF),17.8,1.0,0.007,4300.0,250.0,not_applicable,0.0,,,,,202.4,unknown_type,36.8,Standard Curing,20.0,95.0,,102.0
598.0,CEM I 52.5 N,52.5,0.0,0.0,not_applicable,276.0,0.0,0.0,0.0,46.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,1055.0,Dolomite,220.0,Quartz Sand,1.0,recycled tyre steel fibres,78.4,15.0,0.18,2000.0,,carbon fibres (CF),8.9,1.0,0.007,4300.0,250.0,202.4,unknown_type,33.12,Standard Curing,20.0,95.0,,114.0
598.0,CEM I 52.5 N,52.5,0.0,0.0,not_applicable,276.0,0.0,0.0,0.0,46.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,1055.0,Dolomite,220.0,Quartz Sand,1.0,recycled tyre steel fibres,117.5,15.0,0.18,2000.0,,carbon fibres (CF),8.9,1.0,0.007,4300.0,250.0,202.4,unknown_type,30.36,Standard Curing,20.0,95.0,,116.0
800.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,500.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,113.0
700.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,100.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,500.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,111.0
600.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,200.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,500.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,110.0
400.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,400.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,500.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,106.0
200.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,600.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,500.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,94.0
800.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,125.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,375.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,113.5
800.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,250.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,250.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,114.5
800.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,375.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,125.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,117.0
800.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,500.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,118.0
700.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,350.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,250.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,119.0
600.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,450.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,250.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,112.0
400.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,650.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,250.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,97.5
200.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,850.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,250.0,Silica Sand,0.6,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,83.0
700.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,600.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,119.0
600.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,700.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,118.0
400.0,Portland cement,,200.0,0.0,not_applicable,0.0,0.0,900.0,0.0,0.0,700.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,not_applicable,,PE,19.4,18.0,0.025,3100.0,42.8,not_applicable,0.0,,,,,300.0,unknown_type,10.8,Standard Curing,20.0,,,99.0
998.0,42.5 grade ordinary Portland cement,42.5,299.4,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1197.6,Quartz sand,,Steel fiber,156.0,,0.2,,,not_applicable,0.0,,,,,229.54,"high Range Water Reducer
(HRWR)",19.96,Standard Curing,,,,138.0
998.0,42.5 grade ordinary Portland cement,42.5,249.5,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1397.1999999999998,Quartz sand,,Steel fiber,156.0,,0.2,,,not_applicable,0.0,,,,,249.5,"high Range Water Reducer
(HRWR)",49.900000000000006,Standard Curing,,,,122.0
998.0,42.5 grade ordinary Portland cement,42.5,149.7,89.82,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1756.48,Quartz sand,,Steel fiber,156.0,,0.2,,,not_applicable,0.0,,,,,249.5,"high Range Water Reducer
(HRWR)",49.900000000000006,Standard Curing,,,,105.0
878.7989747345296,unknown_type,,219.6997436836324,0.0,not_applicable,0.0,0.0,219.6997436836324,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,905.1629439765654,Locally available sand,0.8,not_applicable,0.0,,,,,not_applicable,0.0,,,,,166.9718051995606,unknown_type,9.666788722079824,Standard Curing,20.0,,,230.0
878.7989747345296,unknown_type,,219.6997436836324,0.0,not_applicable,0.0,0.0,219.6997436836324,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,808.4950567557671,Locally available sand,0.8,Straight steel fiber,237.27572317832295,13.0,0.2,2600.0,,not_applicable,0.0,,,,,166.9718051995606,unknown_type,9.666788722079824,Standard Curing,20.0,,,250.0
500.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,0.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0,,,120.0
500.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,400.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0,,,132.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0,,,144.0
500.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,0.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Steam curing,90.0,,,135.0
500.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,400.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Steam curing,90.0,,,140.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Steam curing,90.0,,,158.0
500.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,0.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Autoclave Curing,200.0,,,149.0
500.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,400.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Autoclave Curing,200.0,,,158.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,not_applicable,0.0,,,,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Autoclave Curing,200.0,,,161.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,312.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0,,,160.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,468.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0,,,175.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,624.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0,,,184.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,312.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Steam curing,90.0,,,185.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,468.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Steam curing,90.0,,,196.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,624.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Steam curing,90.0,,,215.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,312.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Autoclave Curing,200.0,,,198.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,468.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Autoclave Curing,200.0,,,217.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,Class F,0.0,0.0,0.0,0.0,0.0,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1200.0,quartz sand,3.0,Steel fiber,624.0,13.0,0.175,2000.0,,not_applicable,0.0,,,,,150.0,superplasticizer with the water reducing,17.0,Autoclave Curing,200.0,,,225.0
833.0,Cement PC Type I,,208.25,0.0,not_applicable,0.0,0.0,208.25,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1149.54,Locally available sand,0.8,not_applicable,0.0,,,,,not_applicable,0.0,,,,,183.26,"polycarboxylate
ether",4.498200000000001,Standard Curing,20.0,,,192.0
833.0,Cement PC Type I,,208.25,0.0,not_applicable,0.0,0.0,208.25,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1074.57,Locally available sand,0.8,Straight Seel fiber,195.0,13.0,0.2,2600.0,,not_applicable,0.0,,,,,183.26,"polycarboxylate
ether",4.498200000000001,Standard Curing,20.0,,,201.0
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,Steel fiber,195.0,13.0,0.16,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,hot air curing,200.0,,,180.28
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,Steel fiber,156.0,13.0,0.16,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,hot air curing,200.0,,,170.29
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,Steel fiber,195.0,6.0,0.16,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,hot air curing,200.0,,,178.7083
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,Steel fiber,156.0,6.0,0.16,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,hot air curing,200.0,,,164.0
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,not_applicable,0.0,,,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,hot air curing,200.0,,,132.0
795.4,CEM I 52.5 R HS-NA,52.5,168.6,0.0,not_applicable,0.0,198.4,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,971.0,Quartz sand,0.5,not_applicable,0.0,,,,,not_applicable,0.0,,,,,187.98,Superplasticizer Sika Viscorete 2810,24.1,Heat treated,90.0,,,216.66
783.47,CEM I 52.5 R HS-NA,52.5,166.07,0.0,not_applicable,0.0,195.42,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,956.44,Quartz sand,0.5,Straight Steel fiber,117.78,13.0,0.175,2500.0,200.0,not_applicable,0.0,,,,,185.16,Superplasticizer Sika Viscorete 2810,23.74,Heat treated,90.0,,,211.69
771.53,CEM I 52.5 R HS-NA,52.5,163.54,0.0,not_applicable,0.0,192.45,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,941.86,Quartz sand,0.5,Straight Steel fiber,235.61,13.0,0.175,2500.0,200.0,not_applicable,0.0,,,,,182.34,Superplasticizer Sika Viscorete 2810,23.38,Heat treated,90.0,,,205.19
783.47,CEM I 52.5 R HS-NA,52.5,166.07,0.0,not_applicable,0.0,195.42,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,956.44,Quartz sand,0.5,Straight Steel fiber,117.78,20.0,0.25,2500.0,200.0,not_applicable,0.0,,,,,185.16,Superplasticizer Sika Viscorete 2810,23.74,Heat treated,90.0,,,202.86
771.53,CEM I 52.5 R HS-NA,52.5,163.54,0.0,not_applicable,0.0,192.45,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,941.86,Quartz sand,0.5,Straight Steel fiber,235.61,20.0,0.25,2500.0,200.0,not_applicable,0.0,,,,,182.34,Superplasticizer Sika Viscorete 2810,23.38,Heat treated,90.0,,,207.62
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,Steel fiber,195.0,13.0,0.16,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,steam curing,100.0,95.0,,180.28
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,Steel fiber,156.0,13.0,0.16,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,steam curing,100.0,95.0,,170.29
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,Steel fiber,195.0,6.0,0.16,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,steam curing,100.0,95.0,,178.7
788.0,Portland Cement of Grade 53,53.0,197.0,0.0,not_applicable,0.0,315.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,866.8,Locally available sand,2.36,Steel fiber,156.0,6.0,0.16,,,not_applicable,0.0,,,,,173.0,Poly-Acrylic Ester based type SP,14.77,steam curing,100.0,95.0,,164.0
