Mix-ID,Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Fly Ash Type,Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Type of Slag,Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sustainable Filler | Type of Filler,Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Fiber | Tensile Strength (MPa),"Mix Constitutents | Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Synergetic Fiber | Type of Fiber,Mix Constitutents | Synergetic Fiber | Amount / Quantity of Fiber,Mix Constitutents | Synergetic Fiber | Length (mm),Mix Constitutents | Synergetic Fiber | Diameter (mm),Mix Constitutents | Synergetic Fiber | Tensile Strength (MPa),"Mix Constitutents | Synergetic Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C),Curing Regime | Humidity (%),Curing Regime | Pressure (MPa),Workability | Testing Standard,Workability | Slump (mm),Workability | Slump Flow (mm),Mechanical Properties | Compressive Strength (Mpa) | Specimen,Mechanical Properties | Compressive Strength (Mpa) | Testing Standard,Mechanical Properties | Compressive Strength (Mpa) | 1-day,Mechanical Properties | Compressive Strength (Mpa) | 3-Day,Mechanical Properties | Compressive Strength (Mpa) | 7-Day,Mechanical Properties | Compressive Strength (Mpa) | 14-Day,Mechanical Properties | Compressive Strength (Mpa) | 21 days,Mechanical Properties | Compressive Strength (Mpa) | 28-Day,Mechanical Properties | Compressive Strength (Mpa) | 56-Day,Mechanical Properties | Compressive Strength (Mpa) | 90-Day,Mechanical Properties | Elastic Modulus | Testing Standard,Mechanical Properties | Elastic Modulus | Elastic Modulus (Gpa),Mechanical Properties | Tensile Strength Parameters | Testing Standards,Mechanical Properties | Tensile Strength Parameters | Split Tensile Strength (Mpa),Mechanical Properties | Tensile Strength Parameters | first-cracking strength (MPa),Mechanical Properties | Tensile Strength Parameters | Direct Tensile Strength (Mpa),Mechanical Properties | Tensile Strength Parameters | Peak tensile strain (%),Mechanical Properties | Tensile Strength Parameters | Tensile Elastic Modulus (GPa),Mechanical Properties | Tensile Strength Parameters | Strain capacity (%),Mechanical Properties | Flexural Strength Parameters | Specimens,Mechanical Properties | Flexural Strength Parameters | Testing Standard,Mechanical Properties | Flexural Strength Parameters | LOP (Mpa),Mechanical Properties | Flexural Strength Parameters | MOR (MPa),Mechanical Properties | Flexural Strength Parameters | Peak Strength (MPa),Mechanical Properties | Flexural Strength Parameters | Residual Strength (f600) (MPa),Mechanical Properties | Flexural Strength Parameters | Residual Strength (f150) (MPa),Mechanical Properties | Flexural Strength Parameters | Toughness (J),Durability Properities | Air Content/Air Void/ Porosity | Testing Standards,Durability Properities | Air Content/Air Void/ Porosity | Air Content %,Durability Properities | Air Content/Air Void/ Porosity | Air Void %,Durability Properities | Air Content/Air Void/ Porosity | Porosity,Durability Properities | Water absorption | Testing Standards,Durability Properities | Water absorption | Water absorption (%),Durability Properities | Shrinkage (µϵ) | Testing Standards,Durability Properities | Shrinkage (µϵ) | 28-day Shrinkage (µstrain),Durability Properities | Shrinkage (µϵ) | 56-day Shrinkage (µstrain),Durability Properities | Freezing and Thawing | Testing Standards,Durability Properities | Freezing and Thawing | Cycles,Durability Properities | Rapid Chloride Permeability Test | Testing Standards,Durability Properities | Rapid Chloride Permeability Test | Total Charge Passed (Coulombs),Durability Properities | Surface Resistivity | Testing Standards,Durability Properities | Surface Resistivity | Surface Resistivity (kΩ-mm),Research Paper Details | Country of Origin,Research Paper Details | Reference details/Data sources,Research Paper Details | Year of Publish,Research Paper Details | Research paper reference in dataset
B20S15P1.2,900.0,ordinary Portland cement (OPC) I42.5,42.5,158.39999999999998,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1548.0,Natural River sand,0.6,,,,,,,,,,,,,180.0,Polycarboxilate-based superplasticizer (SP),12.69,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,68,,,122.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,25.0,,,,,,,,,,,,,,,,,,,,,,
B20S20P1.2,900.0,ordinary Portland cement (OPC) I42.5,42.5,225.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1629.0,Natural River sand,0.6,,,,,,,,,,,,,180.0,Polycarboxilate-based superplasticizer (SP),13.5,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,70,,,125.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,26.0,,,,,,,,,,,,,,,,,,,,,,
B20S25P1.2,900.0,ordinary Portland cement (OPC) I42.5,42.5,299.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1719.0,Natural River sand,0.6,,,,,,,,,,,,,180.0,Polycarboxilate-based superplasticizer (SP),14.4,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,64,,,120.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,25.5,,,,,,,,,,,,,,,,,,,,,,
B18S20P1.2,900.0,ordinary Portland cement (OPC) I42.5,42.5,225.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1692.0,Natural River sand,0.6,,,,,,,,,,,,,162.0,Polycarboxilate-based superplasticizer (SP),13.5,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,70,,,130.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,29.0,,,,,,,,,,,,,,,,,,,,,,
B22S20P1.2,900.0,ordinary Portland cement (OPC) I42.5,42.5,225.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1575.0,Natural River sand,0.6,,,,,,,,,,,,,198.0,Polycarboxilate-based superplasticizer (SP),13.5,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,62,,,120.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,27.0,,,,,,,,,,,,,,,,,,,,,,
B20S20P1.4,900.0,ordinary Portland cement (OPC) I42.5,42.5,225.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1620.0,Natural River sand,0.6,,,,,,,,,,,,,180.0,Polycarboxilate-based superplasticizer (SP),15.75,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,60,,,126.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,25.0,,,,,,,,,,,,,,,,,,,,,,
B20S20P1,900.0,ordinary Portland cement (OPC) I42.5,42.5,225.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1638.0,Natural River sand,0.6,,,,,,,,,,,,,180.0,Polycarboxilate-based superplasticizer (SP),11.25,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,57,,,125.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,24.0,,,,,,,,,,,,,,,,,,,,,,
C20S15P1.2,1000.0,ordinary Portland cement (OPC) I42.5,42.5,176.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1380.0,Natural River sand,0.6,,,,,,,,,,,,,200.0,Polycarboxilate-based superplasticizer (SP),14.1,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,72,,,130.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,27.0,,,,,,,,,,,,,,,,,,,,,,
C20S20P1.2,1000.0,ordinary Portland cement (OPC) I42.5,42.5,250.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1450.0,Natural River sand,0.6,,,,,,,,,,,,,200.0,Polycarboxilate-based superplasticizer (SP),15.0,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,73,,,128.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,26.0,,,,,,,,,,,,,,,,,,,,,,
C20S25P1.2,1000.0,ordinary Portland cement (OPC) I42.5,42.5,333.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1520.0,Natural River sand,0.6,,,,,,,,,,,,,200.0,Polycarboxilate-based superplasticizer (SP),16.0,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,68,,,125.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,25.5,,,,,,,,,,,,,,,,,,,,,,
C18S15P1.2,1000.0,ordinary Portland cement (OPC) I42.5,42.5,176.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1440.0,Natural River sand,0.6,,,,,,,,,,,,,180.0,Polycarboxilate-based superplasticizer (SP),14.1,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,72,,,135.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,27.5,,,,,,,,,,,,,,,,,,,,,,
C22S15P1.2,1000.0,ordinary Portland cement (OPC) I42.5,42.5,176.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1320.0,Natural River sand,0.6,,,,,,,,,,,,,220.0,Polycarboxilate-based superplasticizer (SP),14.1,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,65,,,121.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,24.0,,,,,,,,,,,,,,,,,,,,,,
C20S15P1.4,1000.0,ordinary Portland cement (OPC) I42.5,42.5,176.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1380.0,Natural River sand,0.6,,,,,,,,,,,,,200.0,Polycarboxilate-based superplasticizer (SP),16.5,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,68,,,125.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,26.0,,,,,,,,,,,,,,,,,,,,,,
C20S15P1,1000.0,ordinary Portland cement (OPC) I42.5,42.5,176.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1390.0,Natural River sand,0.6,,,,,,,,,,,,,200.0,Polycarboxilate-based superplasticizer (SP),11.8,Standard curing ,20.0,65.0,,,,,50 x 50 x 50 ,"ASTM C109/C109M (ASTM, 2016a)",,,66,,,122.0,,,,,,,,,,,,40 x 40 x160,"ASTM C348 (ASTM, 2014) ",,,25.5,,,,,,,,,,,,,,,,,,,,,,
1,700.0, P-II 52.5 cement,52.5,50.0,150.0,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1104.0,Natural River sand,1.25,,,,,,,,,,,,,180.0,polycarboxylic ether based superplasticizer,30.0,Standard curing ,20.0,,,GB/T 2419–2005,,330.0,40 x 40 x 160 ,EN 196-1 (2005),,,95,,,105.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,9.0,,,,,,,,,,,,,,,,,,,China,"Optimization of fibre orientation and distribution for a sustainable
Ultra-High Performance Fibre Reinforced Concrete (UHPFRC):
Experiments and mechanism analysis

https://doi.org/10.1016/j.conbuildmat.2018.02.130",2018.0,Ref-51-Research
2,700.0, P-II 52.5 cement,52.5,50.0,150.0,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1104.0,Natural River sand,1.25,Straight Steel Fiber ,39.0,13.0,0.2,2000.0,,,,,,,,180.0,polycarboxylic ether based superplasticizer,30.0,Standard curing ,20.0,,,GB/T 2419–2005,,325.0,40 x 40 x 160 ,EN 196-1 (2005),,,98,,,115.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,12.0,,,,,,,,,,,,,,,,,,,,,,
3,700.0, P-II 52.5 cement,52.5,50.0,150.0,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1104.0,Natural River sand,1.25,Straight Steel Fiber ,78.0,13.0,0.2,2000.0,,,,,,,,180.0,polycarboxylic ether based superplasticizer,30.0,Standard curing ,20.0,,,GB/T 2419–2005,,318.0,40 x 40 x 160 ,EN 196-1 (2005),,,100,,,142.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,20.0,,,,,,,,,,,,,,,,,,,,,,
4,700.0, P-II 52.5 cement,52.5,50.0,150.0,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1104.0,Natural River sand,1.25,Straight Steel Fiber ,117.0,13.0,0.2,2000.0,,,,,,,,180.0,polycarboxylic ether based superplasticizer,30.0,Standard curing ,20.0,,,GB/T 2419–2005,,314.0,40 x 40 x 160 ,EN 196-1 (2005),,,125,,,158.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,24.0,,,,,,,,,,,,,,,,,,,,,,
5,700.0, P-II 52.5 cement,52.5,50.0,150.0,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1104.0,Natural River sand,1.25,Straight Steel Fiber ,156.0,13.0,0.2,2000.0,,,,,,,,180.0,polycarboxylic ether based superplasticizer,30.0,Standard curing ,20.0,,,GB/T 2419–2005,,312.0,40 x 40 x 160 ,EN 196-1 (2005),,,120,,,162.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,28.0,,,,,,,,,,,,,,,,,,,,,,
6,700.0, P-II 52.5 cement,52.5,50.0,150.0,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1104.0,Natural River sand,1.25,Straight Steel Fiber ,195.0,13.0,0.2,2000.0,,,,,,,,180.0,polycarboxylic ether based superplasticizer,30.0,Standard curing ,20.0,,,GB/T 2419–2005,,282.0,40 x 40 x 160 ,EN 196-1 (2005),,,122,,,165.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,30.0,,,,,,,,,,,,,,,,,,,,,,
MK0,754.0, P-II 52.5 cement,52.5,90.0,306.0,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River sand,1.25,Straight Steel Fiber ,156.0,13.0,0.2,1100.0,,,,,,,,198.0," polycarboxylic ether based
superplasticizer ",33.0,Standard  Curing ,20.0,,,EN-1015-3 (2007) and EN-12350-8 (2010),,335.0,40 x 40 x 160 ,EN 196-1 (2005),,92,108,,,152.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,28.2,,,,,,,,,,,,,,,,,,,China,"A novel Self-Compacting Ultra-High Performance Fibre Reinforced
Concrete (SCUHPFRC) derived from compounded high-active powders

https://doi.org/10.1016/j.conbuildmat.2017.10.059",2017.0,Ref-52-Research
MK20,754.0, P-II 52.5 cement,52.5,72.0,306.0,Class F,0.0,0.0,0.0,0.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River sand,1.25,Straight Steel Fiber ,156.0,13.0,0.2,1100.0,,,,,,,,198.0," polycarboxylic ether based
superplasticizer ",33.0,Standard  Curing ,20.0,,,EN-1015-3 (2007) and EN-12350-8 (2010),,325.0,40 x 40 x 160 ,EN 196-1 (2005),,88,112,,,155.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,27.8,,,,,,,,,,,,,,,,,,,,,,
MK40,754.0, P-II 52.5 cement,52.5,54.0,306.0,Class F,0.0,0.0,0.0,0.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River sand,1.25,Straight Steel Fiber ,156.0,13.0,0.2,1100.0,,,,,,,,198.0," polycarboxylic ether based
superplasticizer ",33.0,Standard  Curing ,20.0,,,EN-1015-3 (2007) and EN-12350-8 (2010),,315.0,40 x 40 x 160 ,EN 196-1 (2005),,95,118,,,160.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,35.2,,,,,,,,,,,,,,,,,,,,,,
MK60,754.0, P-II 52.5 cement,52.5,36.0,306.0,Class F,0.0,0.0,0.0,0.0,54.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River sand,1.25,Straight Steel Fiber ,156.0,13.0,0.2,1100.0,,,,,,,,198.0," polycarboxylic ether based
superplasticizer ",33.0,Standard  Curing ,20.0,,,EN-1015-3 (2007) and EN-12350-8 (2010),,305.0,40 x 40 x 160 ,EN 196-1 (2005),,91,115,,,157.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,35.0,,,,,,,,,,,,,,,,,,,,,,
MK80,754.0, P-II 52.5 cement,52.5,18.0,306.0,Class F,0.0,0.0,0.0,0.0,72.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River sand,1.25,Straight Steel Fiber ,156.0,13.0,0.2,1100.0,,,,,,,,198.0," polycarboxylic ether based
superplasticizer ",33.0,Standard  Curing ,20.0,,,EN-1015-3 (2007) and EN-12350-8 (2010),,300.0,40 x 40 x 160 ,EN 196-1 (2005),,86,110,,,155.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,29.5,,,,,,,,,,,,,,,,,,,,,,
MK100,754.0, P-II 52.5 cement,52.5,0.0,306.0,Class F,0.0,0.0,0.0,0.0,90.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River sand,1.25,Straight Steel Fiber ,156.0,13.0,0.2,1100.0,,,,,,,,198.0," polycarboxylic ether based
superplasticizer ",33.0,Standard  Curing ,20.0,,,EN-1015-3 (2007) and EN-12350-8 (2010),,290.0,40 x 40 x 160 ,EN 196-1 (2005),,85,113,,,156.0,,,,,,,,,,,,40 x 40 x 160 ,EN 196-1 (2005),,,28.5,,,,,,,,,,,,,,,,,,,,,,
X-B1,742.0,Ordinary Portland Cement Type I_x0002_,,149.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1100.0,Locally available sand,1,Straight Steel Fiber ,80.0,15.0,0.2,2300.0,,,,,,,,151.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",40.0,Hot Curing ,90.0,,,"ASTM C230M, 2003",,210.0,Cylinder 100mm x 200mm ,,,,,,,125.0,,,,40.0,,,,,,,,100 x 100 x 300 ,ASTM. (1997),,,13.0,,,,,,,,,,,,,,,,,,,Malaysia,"Shear Strength of Steel Fiber-Reinforced Ultrahigh_x0002_Performance Concrete Beams without Stirr

https://doi.org/10.1061/(ASCE)ST.1943-541X.0000234",2010.0,Ref-53-Research
 X-B2,742.0,Ordinary Portland Cement Type I_x0002_,,149.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1100.0,Locally available sand,1,Straight Steel Fiber ,80.0,15.0,0.2,2300.0,,,,,,,,151.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",40.0,Hot Curing ,90.0,,,"ASTM C230M, 2003",,210.0,Cylinder 100mm x 200mm ,,,,,,,126.0,,,,40.0,,,,,,,,100 x 100 x 300 ,ASTM. (1997),,,15.6,,,,,,,,,,,,,,,,,,,,,,
X-B3,742.0,Ordinary Portland Cement Type I_x0002_,,149.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1100.0,Locally available sand,1,Straight Steel Fiber ,80.0,15.0,0.2,2300.0,,,,,,,,151.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",40.0, steam curing,90.0,,,"ASTM C230M, 2003",,210.0,Cylinder 100mm x 200mm ,,,,,,,135.0,,,,42.3,,,,,,,,100 x 100 x 300 ,ASTM. (1997),,,13.6,,,,,,,,,,,,,,,,,,,,,,
X-B4,740.0,Ordinary Portland Cement Type I_x0002_,,148.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1080.0,Locally available sand,1,Straight Steel Fiber ,80.0,15.0,0.2,2300.0,,,,,,,,160.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",40.0, steam curing,90.0,,,"ASTM C230M, 2003",,200.0,Cylinder 100mm x 200mm ,,,,,,,122.0,,,,42.3,,,,,,,,100 x 100 x 300 ,ASTM. (1997),,,13.6,,,,,,,,,,,,,,,,,,,,,,
X-B5,776.0,Ordinary Portland Cement Type I_x0002_,,155.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1128.0,Locally available sand,1,Straight Steel Fiber ,80.0,25.0,0.2,2300.0,,,,,,,,163.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",41.0, steam curing,90.0,,,"ASTM C230M, 2003",,200.0,Cylinder 100mm x 200mm ,,,,,,,140.0,,,,45.0,,,,,,,,100 x 100 x 300 ,ASTM. (1997),,,19.7,,,,,,,,,,,,,,,,,,,,,,
X-B6,776.0,Ordinary Portland Cement Type I_x0002_,,155.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1128.0,Locally available sand,1,Straight Steel Fiber ,80.0,25.0,0.2,2300.0,,,,,,,,163.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",41.0, steam curing,90.0,,,"ASTM C230M, 2003",,200.0,Cylinder 100mm x 200mm ,,,,,,,140.0,,,,45.0,,,,,,,,100 x 100 x 300 ,ASTM. (1997),,,19.7,,,,,,,,,,,,,,,,,,,,,,
X-B7,780.0,Ordinary Portland Cement Type I_x0002_,,156.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1102.0,Locally available sand,1,Straight Steel Fiber ,118.0,20.0,0.2,2300.0,,,,,,,,140.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",40.0, steam curing,90.0,,,"ASTM C230M, 2003",,225.0,Cylinder 100mm x 200mm ,,,,,,,122.0,,,,41.0,,,,,,,,100 x 100 x 300 ,ASTM. (1997),,,13.6,,,,,,,,,,,,,,,,,,,,,,
X-B8,740.0,Ordinary Portland Cement Type I_x0002_,,148.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1080.0,Locally available sand,1,Straight Steel Fiber ,80.0,15.0,0.2,2300.0,,,,,,,,160.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",40.0, steam curing,90.0,,,"ASTM C230M, 2003",,210.0,Cylinder 100mm x 200mm ,,,,,,,122.0,,,,42.3,,,,,,,,100 x 100 x 300 ,ASTM. (1997),,,13.6,,,,,,,,,,,,,,,,,,,,,,
 ,792.0,Portland cement (P.I. 42.5),42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River sand,2.36,Straight Steel Fiber ,156.0,13.0,0.2,2800.0,,,,,,,,173.0,polycarboxylate-based superplasticizer (SP),21.1,Standard Curing ,20.0,,,Chinese Standard GB/T 2419-2005,,160.0,40 x 40 x 80,,,105,125,,,150.0,,168.0,,,,,,,,,,40 x 40 x 160 ,,,,27.8,,,25.322,,,,,,,,,,,,,,,,China ,"Comparative study on flexural properties of ultra-high performance
concrete with supplementary cementitious materials under
different curing regimes

https://doi.org/10.1016/j.conbuildmat.2017.01.052",2017.0,Ref-54-Research
S20,634.0,Portland cement (P.I. 42.5),42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,159.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River sand,2.36,Straight Steel Fiber ,156.0,13.0,0.2,2800.0,,,,,,,,173.0,polycarboxylate-based superplasticizer (SP),21.1,Standard Curing ,20.0,,,Chinese Standard GB/T 2419-2005,,163.0,40 x 40 x 80,,,95,120,,,145.0,,158.0,,,,,,,,,,40 x 40 x 160 ,,,,27.6,,,37.761,,,,,,,,,,,,,,,,,,,
S40,475.0,Portland cement (P.I. 42.5),42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,317.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River sand,2.36,Straight Steel Fiber ,156.0,13.0,0.2,2800.0,,,,,,,,173.0,polycarboxylate-based superplasticizer (SP),21.1,Standard Curing ,20.0,,,Chinese Standard GB/T 2419-2005,,170.0,40 x 40 x 80,,,98,122,,,148.0,,160.0,,,,,,,,,,40 x 40 x 160 ,,,,39.4,,,42.846,,,,,,,,,,,,,,,,,,,
S60,317.0,Portland cement (P.I. 42.5),42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,475.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River sand,2.36,Straight Steel Fiber ,156.0,13.0,0.2,2800.0,,,,,,,,173.0,polycarboxylate-based superplasticizer (SP),21.1,Standard Curing ,20.0,,,Chinese Standard GB/T 2419-2005,,180.0,40 x 40 x 80,,,95,120,,,145.0,,155.0,,,,,,,,,,40 x 40 x 160 ,,,,25.7,,,37.208,,,,,,,,,,,,,,,,,,,
