cement,cement_type,silica_fume,fly_ash,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,sand,sand_type,sand_max_size,water,sp_type,sp_amount,curing_method,curing_temp,cs_28d
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.2,,28.0,Heat Curing,90.0,158.8
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,166.4
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,171.5,,28.0,Heat Curing,90.0,177.3
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,172.1,PCE_HRWRA,28.0,Heat Curing,90.0,180.4
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,169.6,,28.0,Heat Curing,90.0,136.9
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.2,PCE_HRWRA,28.0,Heat Curing,90.0,160.2
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,,28.0,Heat Curing,90.0,172.8
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,171.5,PCE_HRWRA,28.0,Heat Curing,90.0,192.6
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,172.1,,28.0,Heat Curing,90.0,187.4
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,150.9
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,138.5
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,143.3
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,150.2
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,152.9
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,145.1
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,152.1
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,156.6
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,153.2
850.0,OPC_I,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica Sand,2.0,170.9,PCE_HRWRA,28.0,Heat Curing,90.0,151.8
472.0,OPC_42.5,262.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,Natural River Sand,2.36,178.0,PCE_SP,21.0,Standard Curing,20.0,105.0
472.0,OPC_42.5,262.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,Natural River Sand,2.36,178.0,PCE_SP,21.0,Standard Curing,20.0,134.3
472.0,OPC_42.5,262.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,Natural River Sand,2.36,178.0,PCE_SP,21.0,Standard Curing,20.0,143.6
472.0,OPC_42.5,262.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,Natural River Sand,2.36,178.0,PCE_SP,21.0,Standard Curing,20.0,127.7
472.0,OPC_42.5,262.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,Natural River Sand,2.36,178.0,PCE_SP,21.0,Standard Curing,20.0,123.2
472.0,OPC_42.5,262.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,Natural River Sand,2.36,178.0,PCE_SP,21.0,Standard Curing,20.0,120.5
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,2.0,160.3,PCE_SP,52.6,Heat Curing,90.0,205.0
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,2.0,160.3,PCE_SP,52.6,Heat Curing,90.0,207.0
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,2.0,160.3,PCE_SP,52.6,Heat Curing,90.0,209.0
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,2.0,160.3,PCE_SP,52.6,Heat Curing,90.0,183.0
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,220.2
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,187.7
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,200.7
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,186.1
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,187.9
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,199.0
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,185.4
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,198.9
788.5,OPC_I,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.3,160.3,PCE_SP,52.6,Steam Curing,90.0,202.2
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,120.4
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,147.1
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,167.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,170.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,158.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,152.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,146.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,165.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,162.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,159.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,170.0
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,170.5
770.0,CEM_II,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,135.5,,35.0,Standard Curing,,168.0
750.0,OPC_52.5,144.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,190.0,,35.0,Standard Curing,20.0,115.0
750.0,OPC_52.5,144.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,190.0,,35.0,Standard Curing,20.0,152.0
750.0,OPC_52.5,144.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,190.0,,35.0,Standard Curing,20.0,142.0
750.0,OPC_52.5,144.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,190.0,,35.0,Standard Curing,20.0,155.0
750.0,OPC_52.5,144.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,190.0,,35.0,Standard Curing,20.0,162.0
750.0,OPC_52.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,0.0,0.0,0.0,190.0,1030.0,Locally Available Sand,,190.0,Unspecified,16.0,Standard Curing,,145.1
750.0,OPC_52.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,190.0,1030.0,Locally Available Sand,,190.0,Unspecified,16.0,Standard Curing,,149.6
750.0,OPC_52.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,0.0,0.0,190.0,1030.0,Locally Available Sand,,190.0,Unspecified,16.0,Standard Curing,,143.5
750.0,OPC_52.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,0.0,190.0,1030.0,Locally Available Sand,,190.0,Unspecified,16.0,Standard Curing,,162.6
657.0,OPC_52.5,119.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,Silica Sand,0.27,185.0,,40.0,Heat Curing,90.0,150.56
657.0,OPC_52.5,119.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,Silica Sand,0.27,185.0,,40.0,Heat Curing,90.0,121.32
657.0,OPC_52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Silica Sand,0.3,180.93,PCE_SP,12.66,Standard Curing,20.0,126.0
657.0,OPC_52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,,180.93,PCE_SP,12.66,Standard Curing,20.0,124.0
657.0,OPC_52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,,180.93,PCE_SP,12.66,Standard Curing,20.0,121.0
657.0,OPC_52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,,,180.93,PCE_SP,12.66,Standard Curing,20.0,107.0
657.0,OPC_52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Silica Sand,0.3,180.93,PCE_SP,12.66,Heat Curing,90.0,170.0
657.0,OPC_52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,,180.93,PCE_SP,12.66,Heat Curing,90.0,180.0
657.0,OPC_52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,,180.93,PCE_SP,12.66,Heat Curing,90.0,179.0
657.0,OPC_52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,,,180.93,PCE_SP,12.66,Heat Curing,90.0,158.0
1050.0,OPC_52.5,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,Quartz Sand,,190.0,Unspecified,35.0,Standard Curing,,175.0
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,100.2
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,110.8
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,112.0
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,115.2
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,128.7
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,133.9
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,107.4
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,119.9
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,126.6
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,140.0
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,163.4
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,171.7
1050.0,OPC_42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,224.0,PCE_SP,42.0,Hot Water Curing,80.0,178.1
960.0,OPC_52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally Available Sand,1.0,192.0,Other_Polymer_SP,28.0,Standard Curing,20.0,121.4
960.0,OPC_52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally Available Sand,1.0,202.0,Other_Polymer_SP,28.0,Standard Curing,20.0,118.25
960.0,OPC_52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally Available Sand,1.0,211.0,Other_Polymer_SP,28.0,Standard Curing,20.0,113.72
960.0,OPC_52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally Available Sand,1.0,221.0,Other_Polymer_SP,28.0,Standard Curing,20.0,119.79
960.0,OPC_52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally Available Sand,1.0,230.0,Other_Polymer_SP,28.0,Standard Curing,20.0,116.2
960.0,OPC_52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally Available Sand,1.0,240.0,Other_Polymer_SP,28.0,Standard Curing,20.0,114.89
960.0,OPC_52.5,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally Available Sand,1.0,240.0,Other_Polymer_SP,28.0,Standard Curing,20.0,123.39
800.0,OPC_42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,Quartz Sand,2.5,160.0,PCE_SP,21.6,Standard Curing,22.0,115.0
796.0,OPC_42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1461.1,Quartz Sand,2.5,160.0,PCE_SP,25.2,Standard Curing,22.0,116.0
792.0,OPC_42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1450.8,Quartz Sand,2.5,160.0,PCE_SP,28.8,Standard Curing,22.0,121.0
784.0,OPC_42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1430.2,Quartz Sand,2.5,160.0,PCE_SP,36.0,Standard Curing,22.0,124.0
776.0,OPC_42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1409.7,Quartz Sand,2.5,160.0,PCE_SP,43.2,Standard Curing,22.0,119.5
720.0,OPC_42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,Quartz Sand,2.5,160.0,PCE_SP,29.6,Standard Curing,22.0,120.0
716.0,OPC_42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1411.6,Quartz Sand,2.5,160.0,PCE_SP,33.6,Standard Curing,22.0,125.0
712.0,OPC_42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1400.3,Quartz Sand,2.5,160.0,PCE_SP,37.6,Standard Curing,22.0,130.0
704.0,OPC_42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1379.8,Quartz Sand,2.5,160.0,PCE_SP,44.8,Standard Curing,22.0,132.0
696.0,OPC_42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1359.2,Quartz Sand,2.5,160.0,PCE_SP,52.0,Standard Curing,22.0,128.0
692.0,OPC_52.5,166.1,0.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,148.0
692.0,OPC_52.5,0.0,0.0,0.0,200.1,0.0,0.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,135.0
692.0,OPC_52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,145.0
692.0,OPC_52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,134.0
692.0,OPC_52.5,99.7,78.4,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,150.0
692.0,OPC_52.5,166.1,0.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,180.0
692.0,OPC_52.5,0.0,0.0,0.0,200.1,0.0,0.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,152.0
692.0,OPC_52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,162.0
692.0,OPC_52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,165.0
692.0,OPC_52.5,99.7,78.4,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,155.0
710.0,OPC_I,230.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,Locally Available Sand,,110.0,HRWRA,31.0,Standard Curing,22.0,119.0
710.0,OPC_I,230.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,Locally Available Sand,,110.0,HRWRA,31.0,Steam Curing,90.0,198.0
1251.2,OPC_52.5,291.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.8,Quartz Sand,0.3,201.4,Unspecified,28.2,Standard Curing,20.0,146.0
825.8,OPC_52.5,192.3,0.0,486.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.4,Quartz Sand,0.3,201.4,Unspecified,10.5,Standard Curing,20.0,165.0
575.6,OPC_52.5,134.0,0.0,772.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.7,Quartz Sand,0.3,201.4,Unspecified,5.1,Standard Curing,20.0,158.0
325.3,OPC_52.5,75.7,0.0,1058.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.4,Quartz Sand,0.3,201.4,Unspecified,5.2,Standard Curing,20.0,112.0
550.0,OPC_52.5,100.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River Sand,2.36,170.0,PCE_HRWRA,25.0,Standard Curing,20.0,140.0
490.0,OPC_52.5,100.0,350.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River Sand,2.36,170.0,PCE_HRWRA,25.0,Standard Curing,20.0,80.0
490.0,OPC_52.5,100.0,350.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River Sand,2.36,170.0,PCE_HRWRA,25.0,Standard Curing,20.0,143.0
450.0,OPC_52.5,100.0,350.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River Sand,2.36,170.0,PCE_HRWRA,25.0,Standard Curing,20.0,86.0
450.0,OPC_52.5,100.0,350.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River Sand,2.36,170.0,PCE_HRWRA,25.0,Standard Curing,20.0,153.0
410.0,OPC_52.5,100.0,350.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River Sand,2.36,170.0,PCE_HRWRA,25.0,Standard Curing,20.0,83.0
