cement,cement_type,silica_fume,fly_ash,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,sand,sand_type,sand_max_size,water,sp_type,sp_amount,curing_method,curing_temp,cs_28d
590.0,OPC_52.5,187.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,920.0,Natural River Sand,0.6,204.0,PCE_HRWRA,41.8,Standard Curing,20.0,128.73
640.0,OPC_52.5,187.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,920.0,Natural River Sand,0.6,204.0,PCE_HRWRA,41.8,Standard Curing,20.0,130.18
690.0,OPC_52.5,187.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,Natural River Sand,0.6,204.0,PCE_HRWRA,41.8,Standard Curing,20.0,130.9
830.0,OPC_42.5,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,Quartz Sand,3.0,151.0,PCE_SP,55.0,Standard Curing,20.0,202.0
664.0,OPC_42.5,205.0,83.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0,Quartz Sand,3.0,151.0,PCE_SP,35.0,Standard Curing,20.0,207.0
581.0,OPC_42.5,157.0,166.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,Quartz Sand,3.0,151.0,PCE_SP,34.0,Standard Curing,20.0,212.0
498.0,OPC_42.5,141.0,249.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,Quartz Sand,3.0,151.0,PCE_SP,33.0,Standard Curing,20.0,206.0
664.0,OPC_42.5,195.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Quartz Sand,3.0,151.0,PCE_SP,38.0,Standard Curing,20.0,210.0
498.0,OPC_42.5,173.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,Quartz Sand,3.0,151.0,PCE_SP,35.0,Standard Curing,20.0,200.0
830.0,OPC_42.5,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,Quartz Sand,3.0,151.0,PCE_SP,55.0,Steam Curing,100.0,255.0
664.0,OPC_42.5,205.0,83.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0,Quartz Sand,3.0,151.0,PCE_SP,35.0,Steam Curing,100.0,261.0
581.0,OPC_42.5,157.0,166.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,Quartz Sand,3.0,151.0,PCE_SP,34.0,Steam Curing,100.0,252.0
498.0,OPC_42.5,141.0,249.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,Quartz Sand,3.0,151.0,PCE_SP,33.0,Steam Curing,100.0,234.0
664.0,OPC_42.5,195.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Quartz Sand,3.0,151.0,PCE_SP,38.0,Steam Curing,100.0,261.0
498.0,OPC_42.5,173.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,Quartz Sand,3.0,151.0,PCE_SP,35.0,Steam Curing,100.0,249.0
830.0,OPC_42.5,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,Quartz Sand,3.0,151.0,PCE_SP,55.0,Autoclave Curing,210.0,273.0
664.0,OPC_42.5,205.0,83.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0,Quartz Sand,3.0,151.0,PCE_SP,35.0,Autoclave Curing,210.0,270.0
581.0,OPC_42.5,157.0,166.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,Quartz Sand,3.0,151.0,PCE_SP,34.0,Autoclave Curing,210.0,259.0
498.0,OPC_42.5,141.0,249.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,Quartz Sand,3.0,151.0,PCE_SP,33.0,Autoclave Curing,210.0,250.0
664.0,OPC_42.5,195.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Quartz Sand,3.0,151.0,PCE_SP,38.0,Autoclave Curing,210.0,268.0
498.0,OPC_42.5,173.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,Quartz Sand,3.0,151.0,PCE_SP,35.0,Autoclave Curing,210.0,265.0
1034.48,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.93,Locally Available Sand,0.63,186.21,PCE_SP,41.38,Standard Curing,20.0,97.7
982.76,OPC_52.5,51.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.93,Locally Available Sand,0.63,186.21,PCE_SP,41.38,Standard Curing,20.0,105.4
929.03,OPC_52.5,103.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.48,Locally Available Sand,0.63,185.81,PCE_SP,46.45,Standard Curing,20.0,106.5
877.42,OPC_52.5,154.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.48,Locally Available Sand,0.63,185.81,PCE_SP,46.45,Standard Curing,20.0,113.1
825.81,OPC_52.5,206.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.48,Locally Available Sand,0.63,185.81,PCE_SP,46.45,Standard Curing,20.0,106.0
772.53,OPC_52.5,257.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.05,Locally Available Sand,0.63,185.41,PCE_SP,51.5,Standard Curing,20.0,108.3
721.03,OPC_52.5,309.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.05,Locally Available Sand,0.63,185.41,PCE_SP,51.5,Standard Curing,20.0,101.6
881.21,OPC_52.5,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,113.1
777.54,OPC_52.5,155.51,103.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,97.8
725.7,OPC_52.5,155.51,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,92.0
673.87,OPC_52.5,155.51,207.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,91.5
570.19,OPC_52.5,155.51,311.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,85.8
466.52,OPC_52.5,155.51,414.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,88.3
777.54,OPC_52.5,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.67,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,96.0
725.7,OPC_52.5,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.51,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,92.6
673.87,OPC_52.5,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.34,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,90.4
570.19,OPC_52.5,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.02,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,96.3
466.52,OPC_52.5,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.69,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,87.8
881.21,OPC_52.5,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,113.1
777.54,OPC_52.5,155.51,51.84,0.0,0.0,0.0,0.0,0.0,0.0,51.84,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,102.4
673.87,OPC_52.5,155.51,103.67,0.0,0.0,0.0,0.0,0.0,0.0,103.67,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,100.5
570.19,OPC_52.5,155.51,155.51,0.0,0.0,0.0,0.0,0.0,0.0,155.51,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,108.1
466.52,OPC_52.5,155.51,207.34,0.0,0.0,0.0,0.0,0.0,0.0,207.34,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,92.8
362.85,OPC_52.5,155.51,259.18,0.0,0.0,0.0,0.0,0.0,0.0,259.18,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Standard Curing,20.0,86.5
881.21,OPC_52.5,155.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Hot Water Curing,90.0,201.4
570.19,OPC_52.5,155.51,124.41,0.0,0.0,0.0,0.0,0.0,0.0,186.61,0.0,0.0,0.0,0.0,0.0,1140.39,Locally Available Sand,0.63,186.61,PCE_SP,36.29,Hot Water Curing,90.0,188.3
600.0,OPC_52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.18,240.0,HRWRA,15.0,Standard Curing,,129.0
600.0,OPC_52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,6.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.18,240.0,HRWRA,15.0,Standard Curing,,132.0
600.0,OPC_52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,12.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.18,240.0,HRWRA,15.0,Standard Curing,,138.0
600.0,OPC_52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,18.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.18,240.0,HRWRA,15.0,Standard Curing,,139.0
600.0,OPC_52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,24.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.18,240.0,HRWRA,15.0,Standard Curing,,132.0
800.0,OPC_52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand,0.18,230.0,HRWRA,25.0,Standard Curing,,121.69
800.0,OPC_52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand,0.18,230.0,HRWRA,25.0,Standard Curing,,112.69
800.0,OPC_52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.2,260.0,PCE_SP,25.0,Standard Curing,20.0,97.0
700.0,OPC_52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,85.0,500.0,Silica Sand,0.2,258.0,PCE_SP,25.0,Standard Curing,20.0,98.0
600.0,OPC_52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,170.0,500.0,Silica Sand,0.2,256.0,PCE_SP,25.0,Standard Curing,20.0,102.54
400.0,OPC_52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,340.0,500.0,Silica Sand,0.2,251.0,PCE_SP,25.0,Standard Curing,20.0,87.0
692.0,OPC_52.5,166.1,0.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,148.0
692.0,OPC_52.5,0.0,0.0,0.0,200.1,0.0,0.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,136.0
692.0,OPC_52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,147.0
692.0,OPC_52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,151.0
692.0,OPC_52.5,99.7,78.4,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Standard Curing,20.0,134.0
692.0,OPC_52.5,166.1,0.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,181.0
692.0,OPC_52.5,0.0,0.0,0.0,200.1,0.0,0.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,152.0
692.0,OPC_52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,162.0
692.0,OPC_52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,173.0
692.0,OPC_52.5,99.7,78.4,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,190.5,PCE_SP,36.0,Steam Curing,90.0,155.0
480.0,OPC_52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,Natural River Sand,2.36,153.6,Unspecified,33.6,Standard Curing,20.0,122.0
480.0,OPC_52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,1152.0,Natural River Sand,2.36,153.6,Unspecified,33.6,Standard Curing,20.0,128.0
920.0,OPC_52.5,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz Sand,1.25,239.2,PCE_SP,19.14,Standard Curing,20.0,125.0
920.0,OPC_52.5,230.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz Sand,1.25,239.2,PCE_SP,19.14,Standard Curing,20.0,130.0
920.0,OPC_52.5,184.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz Sand,1.25,239.2,PCE_SP,19.14,Standard Curing,20.0,124.0
920.0,OPC_52.5,138.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz Sand,1.25,239.2,PCE_SP,19.14,Standard Curing,20.0,134.0
920.0,OPC_52.5,92.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz Sand,1.25,239.2,PCE_SP,19.14,Standard Curing,20.0,136.6
920.0,OPC_52.5,46.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz Sand,1.25,239.2,PCE_SP,19.14,Standard Curing,20.0,132.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,17.47,Standard Curing,22.0,160.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,19.97,Standard Curing,22.0,141.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,22.46,Standard Curing,22.0,131.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,24.96,Standard Curing,22.0,128.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,14.98,Standard Curing,22.0,147.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,17.47,Standard Curing,22.0,155.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,19.97,Standard Curing,22.0,134.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,22.46,Standard Curing,22.0,123.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,12.48,Standard Curing,22.0,129.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,14.98,Standard Curing,22.0,128.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,17.47,Standard Curing,22.0,130.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,19.97,Standard Curing,22.0,144.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,9.98,Standard Curing,22.0,119.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,12.48,Standard Curing,22.0,112.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,14.98,Standard Curing,22.0,141.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,17.47,Standard Curing,22.0,142.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,17.47,Standard Curing,22.0,198.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,19.97,Standard Curing,22.0,191.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,22.46,Standard Curing,22.0,187.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,24.96,Standard Curing,22.0,178.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,14.98,Standard Curing,22.0,170.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,17.47,Standard Curing,22.0,175.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,19.97,Standard Curing,22.0,179.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,22.46,Standard Curing,22.0,168.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,12.48,Standard Curing,22.0,149.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,14.98,Standard Curing,22.0,147.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,17.47,Standard Curing,22.0,152.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,19.97,Standard Curing,22.0,158.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,9.98,Standard Curing,22.0,146.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,12.48,Standard Curing,22.0,142.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,14.98,Standard Curing,22.0,156.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,17.47,Standard Curing,22.0,158.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,17.47,Standard Curing,22.0,213.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,19.97,Standard Curing,22.0,210.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,22.46,Standard Curing,22.0,205.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,224.64,PCE_SP,24.96,Standard Curing,22.0,196.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,14.98,Standard Curing,22.0,207.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,17.47,Standard Curing,22.0,194.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,19.97,Standard Curing,22.0,208.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,249.6,PCE_SP,22.46,Standard Curing,22.0,192.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,12.48,Standard Curing,22.0,175.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,14.98,Standard Curing,22.0,176.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,17.47,Standard Curing,22.0,186.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,274.56,PCE_SP,19.97,Standard Curing,22.0,183.0
960.0,OPC_42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,299.52,PCE_SP,9.98,Standard Curing,22.0,168.0
