Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C)
788.5,Type I Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.337,Twisted steel fiber,39.5,30.0,0.3,160.3,polycarboxylate superplasticizer,49.8,STEAM CURING,90.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,78.0,13.0,0.2,249.6,polycarboxylate-based superplasticizer (SP,19.968000000000004,Standard Curing,22.0
583.0,Type-1 ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.49,0.0,467.0,Natural River sand,,PVA,19.5,12.0,0.04,187.0,polycarboxylate-based high-range water reducer (HRWR),32.244355999999996,STANDARD Curing,23.0
700.0,Portland cement 52.5R (OPC),52.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica sand,0.3,PE,9.7,18.0,0.025,230.0,polycarboxylate-based high-range water-reducing admixture (HRWRA) from Sika Co. Ltd,45.0,STANDARD Curing,23.0
726.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,290.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,silica sand,0.3,not_applicable,0.0,,,196.9,unknown_type,23.1,Standard Curing,20.0
473.0,High sulfate-resistant cement (Type HS cement),,219.0,0.0,0.0,237.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,Quartz sand,0.6,not_applicable,0.0,,,191.0,polycarboxylate (PCE)-based high-range water-reducing admixture (HRWRA),13.0,Standard Curing,20.0
687.0,"Portland cement
(OPC) 52.5R",52.5,144.0,0.0,96.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,Silica sand,0.3,PE Fiber,20.0,18.0,0.024,267.0,"polycarboxylate-based high-range water reducer
(HRWR)",20.0,Normal Curing,
897.2,"P.I 
52.5 Portland cement",52.5,269.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.724,Quartz Sand,1.7,Straight Steel Fibers,78.0,20.0,0.2,161.496,superplasticizer (SP) CX-8,22.43,steam cured,90.0
960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers,192.0,13.0,0.18,227.0,acrylic-basedsuperplasticizers,24.0,Standard Curing,20.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,188.30769230769224,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
1050.0,Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,234.0,12.0,0.2,224.0,polycarboxylate-based,42.0,Hot Water Curing,80.0
920.0,ordinary Portland cement (P.O 52.5),52.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,not_applicable,0.0,,,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR)",17.25,Standard Water Curing,25.0
583.0,ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,Locally available sand,0.045,PVA,45.55,12.0,0.039,187.0,Polycarboxylate based Superplasticizer,9.5,STANDARD Curing,20.0
600.0,PO 52.5R,52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,silica sand,0.181,PE fiber,19.4,18.0,0.024,230.0,polycarboxylate superplasticizer,16.0,Normal Curing,
956.1752988047808,unknown_type,,239.04382470119523,0.0,0.0,0.0,239.04382470119523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.7370517928288,Locally available sand,0.8,not_applicable,0.0,,,186.4541832669323,unknown_type,10.326693227091637,Standard Curing,20.0
900.0,portland cement,,180.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,Quartz sand,,Straight Steel Fibers,235.5,8.0,0.2,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0
500.0,"Ordinary Portland cement, with a strength class of 52.5",52.5,150.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,720.0,Natural River sand,0.3,not_applicable,0.0,,,175.0,polycarboxylate-based superplasticizer,9.8,Steam Curing,80.0
788.5,Type I Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.337,Straight Steel Fibers,79.0,19.5,0.2,160.3,polycarboxylate superplasticizer,49.8,STEAM CURING,90.0
1062.0,Portland cement (CEM 1),,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,697.0,Silica Sand,,Straight Steel Fiber,156.0,13.0,0.2,177.0,polycarboxylate based,12.39,Steam Curing,90.0
1234.4,portland cement (TypeI),,308.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,Natural River Sand,2.36,not_applicable,0.0,,,308.6,HRWRA was carboxylate-based admixture,52.2,steam curing,90.0
583.0,Type-1 ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.32,0.0,467.0,Natural River sand,,PVA,26.0,12.0,0.04,187.0,polycarboxylate-based high-range water reducer (HRWR),42.564808,STANDARD Curing,23.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230769230769228,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,188.30769230769224,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
526.1,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Standard Curing,22.0
830.0,"Portland cement (CEM I 42,5)",42.5,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,Quartz Sand,3.0,Straight  Steel Fiber,234.0,6.0,0.15,151.0,polycarboxylate based superplasticizer (SP),55.0,Autoclave Curing,210.0
794.0,High sulfate-resistant cement (Type HS cement),,221.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,not_applicable,0.275,not_applicable,0.0,,,192.0,polycarboxylate (PCE)-based high range water-reducing admixture (HRWRA),13.0,steam hot curing,90.0
850.0,Ordinary Portland Cement,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica sand,2.0,Straight Steel Fibers,39.335,20.0,0.2,170.9,polycarboxylic ether based water reducing admixture,28.0,Heat curing,90.0
401.0,Cement CEM I 42.5 R,42.5,124.0,328.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,Quartz sand,0.5,Straight Steel Fibers,155.0,15.0,0.2,200.0,SIKA-Austria,30.0,Standard Curing,30.0
800.0,ordinary Portland cement (OPC) I42.5,42.5,140.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.0,Natural River sand,0.6,not_applicable,0.0,,,144.0,Polycarboxilate-based superplasticizer (SP),11.28,Standard curing,20.0
581.0,Ordinary Portland cement (CEM-I 42.5-R),42.5,157.0,166.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,Quartz Sand,3.0,Steel Fiber,234.0,6.0,0.15,151.0,"polycarboxylate-based
superplasticizer (SP)",34.0,Standard Curing,20.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,234.0,13.0,0.2,249.6,polycarboxylate-based superplasticizer (SP,22.464,Standard Curing,22.0
583.0,Type-1 ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.32,0.0,467.0,Natural River sand,,PVA,13.0,12.0,0.04,187.0,polycarboxylate-based high-range water reducer (HRWR),36.560368,STANDARD Curing,23.0
890.0,Type I/II ordinary portland cement,,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,Locally available sand,0.6,Straight Steel Fibers,119.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,Moist Curing,
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.692307692307686,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,188.30769230769224,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,not_applicable,0.0,,,249.6,polycarboxylate-based superplasticizer (SP,19.968000000000004,Standard Curing,22.0
801.0,High sulfate-resistant cement (Type HS cement),,111.0,0.0,0.0,240.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,163.0,PCE-based SP,43.6,Hot  Curing,90.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Twisted steel fiber,79.0,30.0,0.3,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
1000.0,ordinary Portland cement Type I cement,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.51,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,180.0,polycarboxylic ether (PCE) based superplasticizer,42.6,Standard Curing,22.0
741.0,PC-type I,,185.0,0.0,194.25,64.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,Silica sand,0.85,Steel fiber,151.0,13.0,0.2,185.0,PCE-based sppl,9.0,Standard Curing,30.0
770.0,CEM II 52.5 R,52.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,Straight Steel Fibers,39.0,6.0,0.2,135.5,unknown_type,35.0,Standard Curing,
850.0,Ordinary Portland Cement,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica sand,2.0,Straight Long Steel Fibers,78.0,20.0,0.2,170.2,unknown_type,28.0,Heat curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.461538461538456,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,188.30769230769224,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
800.0,Type I 52.5 R ©,52.5,165.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,Silica Sand,0.6,Straight Steel Fibers,150.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),32.0,Standard Curing,20.0
490.0,"Ordinary Portland Cement (OPC, P⋅O 52.5)",52.5,187.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,920.0,Natural River sand,0.6,not_applicable,0.0,,,204.0,PC-100 polycarboxylic ether superplasticizer (SP),41.8,Standard Curing,20.0
897.2,"P.I 
52.5 Portland cement",52.5,269.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.724,Quartz Sand,1.7,Straight Steel Fibers,156.0,13.0,0.2,161.496,superplasticizer (SP) CX-8,22.43,steam cured,90.0
810.0,High sulfate-resistant cement (Type HS cement),,225.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,Quartz Sand,0.6,not_applicable,0.0,,,181.0,polycarboxylate (PCE)-based HRWRA,22.0,Heat curing,90.0
850.0,Ordinary Portland Cement,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica sand,2.0,Straight Short Steel Fiber,78.0,13.0,0.2,170.2,polycarboxylic ether based water reducing admixture,28.0,Heat curing,90.0
1044.0,portland cement (TypeI),,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,Natural River Sand,2.36,Straight Steel Fibers,468.0,12.7,0.2,261.0,HRWRA was carboxylate-based admixture,44.2,steam curing,90.0
755.0,Type I/II low-alkali portland cement,,94.0,0.0,0.0,0.0,0.0,0.0,94.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,147.0,Polycarboxylate-based HRWRA,64.98,Standard Curing,
897.2,"P.I 
52.5 Portland cement",52.5,269.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.724,Quartz Sand,1.7,Straight Steel Fibers,39.0,13.0,0.2,161.496,superplasticizer (SP) CX-8,22.43,steam cured,90.0
900.0,portland cement,,180.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,Quartz sand,,Straight Steel Fibers,471.0,16.0,0.2,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0
640.0,CEM I-type 42.5 R,42.5,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,Quartz Sand,,Hooked End Steel Fiber,145.0,13.0,0.2,135.0,HE 200 hyperplasticizer,35.0,Steam-Cured samples,65.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,quartz sand,3.0,Steel fiber,312.0,13.0,0.175,150.0,superplasticizer with the water reducing,17.0,Autoclave Curing,200.0
660.0,Type III Portland cement,,60.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Missouri River sand + masonry sand + LIGHTWEIGHT,4.75,Straight Steel Fibers,156.0,13.0,0.2,276.0,"VMA (i.e.
RHEOMAC® VMA 362",24.0,Standard Curing,23.0
960.0,Ordinary Portland cement (P⋅O 52.5,52.5,120.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,Locally available sand,,not_applicable,0.0,,,180.0,polycarboxylate-based superplasticizer,38.0,Standard Curing,20.0
640.0,CEM I-type 42.5 R,42.5,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,Quartz Sand,,Hooked End Steel Fiber,145.0,16.0,0.2,135.0,HE 200 hyperplasticizer,40.0,Standard Curing,22.0
695.9,Ordinary Portland Cement (OPC) CEM I 42.5,42.5,214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.6,1177.5,quartz sand,0.8,Steel fibres,120.0,13.0,0.2,184.0,polycsarboxylic-acid-based superplasticizer (SP),20.9,Standard Curing,20.0
1100.0,ordinary Portland cement Type I cement,,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.55,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,189.75,polycarboxylic ether (PCE) based superplasticizer,44.91,Standard Curing,22.0
700.0,Chinese standard Graded 52.5 P.II type Portland cement,52.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Natural River sand,2.5,Straight Steel Fibers,156.0,13.0,0.2,152.0,PCA-I polycarboxylic type HRWR,22.8,Standard Curing,21.7
1044.0,portland cement (TypeI),,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,Natural River Sand,2.36,not_applicable,0.0,,,261.0,HRWRA was carboxylate-based admixture,34.1,steam curing,90.0
756.0,Type I 52.5 R ©,52.5,133.2,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand,0.6,Straight Steel Fibers,148.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
598.0,CEM I 52.5 N,52.5,0.0,0.0,276.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,220.0,Quartz Sand,1.0,recycled tyre steel fibres,78.4,15.0,0.18,202.4,unknown_type,33.12,Standard Curing,20.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,255.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Heat Curing,160.0
1100.0,ordinary Portland cement Type I cement,,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.32,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,198.0,polycarboxylic ether (PCE) based superplasticizer,46.86,Standard Curing,22.0
661.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,Silica Sand,0.6,not_applicable,0.0,,,160.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Steam Curing,70.0
960.0,Portland cement type I 52.5R,52.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.8,Quartz Sand,2.5,Straight Steel Fibers,53.8,6.0,0.16,234.0,polycarboxylate-based SP,45.0,Standard Curing,22.0
500.0,"Ordinary Portland cement, with a strength class of 52.5",52.5,150.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,840.0,Natural River sand,0.3,not_applicable,0.0,,,170.0,polycarboxylate-based superplasticizer,9.8,Steam Curing,80.0
1071.0,Type I 52.5 R ©,52.5,133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand,0.6,not_applicable,0.0,,,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
700.0,Chinese standard Graded 52.5 P.II type Portland cement,52.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Natural River sand,2.5,Hooked End Steel Fiber,195.0,25.0,0.5,152.0,PCA-I polycarboxylic type HRWR,22.8,Standard Curing,21.7
972.0,"P.I 52.5 Portland 
cement",52.5,271.5,0.0,0.0,87.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.76,Quartz sand,2.0,Steel fiber,117.0,20.0,0.2,223.83,CX-8 superplasticizer (SP) with water-reducing,24.3,Steam curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.692307692307686,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,199.38461538461544,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat  Curing,90.0
170.0,"Portland cement (PC 42,5)",42.5,260.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,Quartz + Basalt,4.0,not_applicable,0.0,,,170.0,superplasticizer of sulfonated naphthalene formaldehyde based,45.0,Autoclave curing,210.0
695.9,Ordinary Portland Cement (OPC) CEM I 42.5,42.5,214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.6,1177.5,quartz sand,0.8,Steel fibres,120.0,13.0,0.2,184.0,polycsarboxylic-acid-based superplasticizer (SP),23.3,Standard Curing,20.0
663.0,Type III portland cement,,42.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,78.0,13.0,0.2,214.4,polycarboxylate-based HRWR,11.792,Standard Curing,23.0
800.0,ordinary Portland cement (OPC) I42.5,42.5,140.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,Natural River sand,0.6,not_applicable,0.0,,,160.0,Polycarboxilate-based superplasticizer (SP),13.2,Standard curing,20.0
777.5377969762418,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.67170626349892,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,not_applicable,0.0,,,186.60907127429803,polycarboxylate based superpasticizer (SP),36.28509719222462,Standard Curing,20.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,680.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Normal Curing,
598.0,CEM I 52.5 N,52.5,0.0,0.0,276.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,220.0,Quartz Sand,1.0,not_applicable,0.0,,,202.4,unknown_type,27.6,Standard Curing,20.0
384.0,ordinary Portland cement (OPC) of 53 grades,53.0,144.0,0.0,0.0,115.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,Quartz Sand + Normal River Sand,2.62,Steel Fiber,156.0,13.0,0.18,163.0,"polycarboxylate
ether based superplasticiser",34.0,Standard Curing,20.0
608.0,Type I/II ordinary portland cement (OPC),,69.0,103.0,68.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,Locally available sand,4.75,Straight Steel Fibers,120.0,13.0,0.2,160.0,polycarboxylate-based HRWRA,44.5,Warm bath curing,90.0
839.0,Type I/II low-alkali portland cement,,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,931.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,147.0,Polycarboxylate-based HRWRA,62.15,Standard Curing,
740.0,High sulfate-resistant cement (Type HS cement),,206.0,0.0,0.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,224.0,PCE-based SP,20.2,Standard Normal Curing,23.0
769.5,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,1200.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,Heat curing,70.0
839.0,Type I/II low-alkali portland cement,,104.0,26.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,147.0,Polycarboxylate-based HRWRA,64.98,Standard Curing,
920.0,ordinary Portland cement (PO. 52.5),52.5,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,quartz sand,2.36,Steel Fiber,152.0,13.0,0.2,207.0,polycarboxylate superplasticizer (Sp),17.25,Standard Curing,20.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,340.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Heat Curing,160.0
