,cement,cement_type,cement_grade,silica_fume,fly_ash,fly_ash_type,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,slag_type,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,filler_type,sand,sand_type,sand_max_size,fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber1_tensile_strength,fiber1_youngs_modulus,fiber2_type,fiber2_amount,fiber2_length,fiber2_diameter,fiber2_tensile_strength,fiber2_youngs_modulus,water,sp_type,sp_amount,curing_method,curing_temp,curing_humidity,curing_pressure,cs_28d,reference
610,754.0,OPC_52.5,52.5,54.0,306.0,class F,0.0,0.0,0.0,0.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River Sand,1.25,Straight Steel Fiber,156.0,13.0,0.2,1100.0,,,,,,,,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,,,160.0,Ref-52-Research
611,754.0,OPC_52.5,52.5,36.0,306.0,class F,0.0,0.0,0.0,0.0,54.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River Sand,1.25,Straight Steel Fiber,156.0,13.0,0.2,1100.0,,,,,,,,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,,,157.0,Ref-52-Research
612,754.0,OPC_52.5,52.5,18.0,306.0,class F,0.0,0.0,0.0,0.0,72.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River Sand,1.25,Straight Steel Fiber,156.0,13.0,0.2,1100.0,,,,,,,,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,,,155.0,Ref-52-Research
613,754.0,OPC_52.5,52.5,0.0,306.0,class F,0.0,0.0,0.0,0.0,90.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,951.0,Natural River Sand,1.25,Straight Steel Fiber,156.0,13.0,0.2,1100.0,,,,,,,,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,,,156.0,Ref-52-Research
614,742.0,OPC_I,,149.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1100.0,Locally Available Sand,1.0,Straight Steel Fiber,80.0,15.0,0.2,2300.0,,,,,,,,151.0,PCE_HRWRA,40.0,Heat Curing,90.0,,,125.0,Ref-53-Research
615,742.0,OPC_I,,149.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1100.0,Locally Available Sand,1.0,Straight Steel Fiber,80.0,15.0,0.2,2300.0,,,,,,,,151.0,PCE_HRWRA,40.0,Heat Curing,90.0,,,126.0,Ref-53-Research
616,742.0,OPC_I,,149.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1100.0,Locally Available Sand,1.0,Straight Steel Fiber,80.0,15.0,0.2,2300.0,,,,,,,,151.0,PCE_HRWRA,40.0,Steam Curing,90.0,,,135.0,Ref-53-Research
617,740.0,OPC_I,,148.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1080.0,Locally Available Sand,1.0,Straight Steel Fiber,80.0,15.0,0.2,2300.0,,,,,,,,160.0,PCE_HRWRA,40.0,Steam Curing,90.0,,,122.0,Ref-53-Research
618,776.0,OPC_I,,155.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1128.0,Locally Available Sand,1.0,Straight Steel Fiber,80.0,25.0,0.2,2300.0,,,,,,,,163.0,PCE_HRWRA,41.0,Steam Curing,90.0,,,140.0,Ref-53-Research
619,776.0,OPC_I,,155.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1128.0,Locally Available Sand,1.0,Straight Steel Fiber,80.0,25.0,0.2,2300.0,,,,,,,,163.0,PCE_HRWRA,41.0,Steam Curing,90.0,,,140.0,Ref-53-Research
620,780.0,OPC_I,,156.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1102.0,Locally Available Sand,1.0,Straight Steel Fiber,118.0,20.0,0.2,2300.0,,,,,,,,140.0,PCE_HRWRA,40.0,Steam Curing,90.0,,,122.0,Ref-53-Research
621,740.0,OPC_I,,148.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1080.0,Locally Available Sand,1.0,Straight Steel Fiber,80.0,15.0,0.2,2300.0,,,,,,,,160.0,PCE_HRWRA,40.0,Steam Curing,90.0,,,122.0,Ref-53-Research
622,792.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Standard Curing,20.0,,,150.0,Ref-54-Research
623,634.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,159.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Standard Curing,20.0,,,145.0,Ref-54-Research
624,475.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,317.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Standard Curing,20.0,,,148.0,Ref-54-Research
625,317.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,475.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Standard Curing,20.0,,,145.0,Ref-54-Research
626,792.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Standard Curing,20.0,,,150.0,Ref-54-Research
627,634.0,OPC_42.5,42.5,264.0,159.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Standard Curing,20.0,,,143.0,Ref-54-Research
628,475.0,OPC_42.5,42.5,264.0,317.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Standard Curing,20.0,,,146.0,Ref-54-Research
629,317.0,OPC_42.5,42.5,264.0,475.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Standard Curing,20.0,,,140.0,Ref-54-Research
630,792.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Hot Water Curing,90.0,,,195.0,Ref-54-Research
631,634.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,159.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Hot Water Curing,90.0,,,180.0,Ref-54-Research
632,475.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,317.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Hot Water Curing,90.0,,,175.0,Ref-54-Research
633,317.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,475.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Hot Water Curing,90.0,,,165.0,Ref-54-Research
634,792.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Hot Water Curing,90.0,,,194.0,Ref-54-Research
635,634.0,OPC_42.5,42.5,264.0,159.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Hot Water Curing,90.0,,,178.0,Ref-54-Research
636,475.0,OPC_42.5,42.5,264.0,317.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Hot Water Curing,90.0,,,173.0,Ref-54-Research
637,317.0,OPC_42.5,42.5,264.0,475.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Hot Water Curing,90.0,,,162.0,Ref-54-Research
638,792.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Steam Curing,90.0,,,188.0,Ref-54-Research
639,634.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,159.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Steam Curing,90.0,,,180.0,Ref-54-Research
640,475.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,317.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Steam Curing,90.0,,,175.0,Ref-54-Research
641,317.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,475.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Steam Curing,90.0,,,168.0,Ref-54-Research
642,792.0,OPC_42.5,42.5,264.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Steam Curing,90.0,,,187.0,Ref-54-Research
643,634.0,OPC_42.5,42.5,264.0,159.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Steam Curing,90.0,,,179.0,Ref-54-Research
644,475.0,OPC_42.5,42.5,264.0,317.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Steam Curing,90.0,,,174.0,Ref-54-Research
645,317.0,OPC_42.5,42.5,264.0,475.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1056.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,173.0,PCE_SP,21.1,Steam Curing,90.0,,,163.0,Ref-54-Research
646,1079.0,OPC_42.5,42.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1079.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,177.0,PCE_SP,21.6,Standard Curing,20.0,,,90.0,Ref-55-Research
647,971.0,OPC_42.5,42.5,108.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1079.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,177.0,PCE_SP,21.6,Standard Curing,20.0,,,106.0,Ref-55-Research
648,917.0,OPC_42.5,42.5,162.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1079.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,177.0,PCE_SP,21.6,Standard Curing,20.0,,,112.0,Ref-55-Research
649,863.0,OPC_42.5,42.5,216.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1079.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,177.0,PCE_SP,21.6,Standard Curing,20.0,,,115.0,Ref-55-Research
650,809.0,OPC_42.5,42.5,270.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1079.0,Natural River Sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,2800.0,,,,,,,,177.0,PCE_SP,21.6,Standard Curing,20.0,,,101.0,Ref-55-Research
651,591.9,OPC_52.5,52.5,24.7,264.3,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1277.2,Locally Available Sand,2.0,,,,,,,,,,,,,159.3,PCE_HRWRA,44.0,Standard Curing,21.0,,,105.0,Ref-56-Research
652,606.4,OPC_52.5,52.5,25.3,0.0,,0.0,0.0,0.0,0.0,0.0,270.7,0.0,,0.0,0.0,0.0,0.0,0.0,,1308.5,Locally Available Sand,2.0,,,,,,,,,,,,,163.2,PCE_HRWRA,45.1,Standard Curing,21.0,,,112.0,Ref-56-Research
653,602.8,OPC_52.5,52.5,25.1,0.0,,269.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1300.8,Locally Available Sand,2.0,,,,,,,,,,,,,162.2,PCE_HRWRA,44.9,Standard Curing,21.0,,,103.0,Ref-56-Research
654,883.9,OPC_52.5,52.5,25.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1318.5,Locally Available Sand,2.0,,,,,,,,,,,,,164.4,PCE_HRWRA,45.5,Standard Curing,21.0,,,116.0,Ref-56-Research
655,883.9,OPC_52.5,52.5,25.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1318.5,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,164.4,PCE_HRWRA,45.5,Standard Curing,21.0,,,156.0,Ref-56-Research
662,439.5,OPC_52.5,52.5,0.0,0.0,,263.7,175.9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1273.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,175.8,PCE_HRWRA,43.9,Standard Curing,20.0,,,115.0,Ref-57-Research
663,435.1,OPC_52.5,52.5,0.0,0.0,,263.7,175.9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.4,0.0,,1273.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,175.8,PCE_HRWRA,43.9,Standard Curing,20.0,,,120.0,Ref-57-Research
664,430.7,OPC_52.5,52.5,0.0,0.0,,263.7,175.9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.8,0.0,,1273.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,175.8,PCE_HRWRA,43.9,Standard Curing,20.0,,,127.0,Ref-57-Research
665,426.3,OPC_52.5,52.5,0.0,0.0,,263.7,175.9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,13.2,0.0,,1273.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,175.8,PCE_HRWRA,43.9,Standard Curing,20.0,,,133.0,Ref-57-Research
666,421.9,OPC_52.5,52.5,0.0,0.0,,263.7,175.9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,17.6,0.0,,1273.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,175.8,PCE_HRWRA,43.9,Standard Curing,20.0,,,135.0,Ref-57-Research
667,417.5,OPC_52.5,52.5,0.0,0.0,,263.7,175.9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,22.0,0.0,,1273.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,175.8,PCE_HRWRA,43.9,Standard Curing,20.0,,,130.0,Ref-57-Research
668,874.9,OPC_52.5,52.5,43.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,,,,,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,100.0,Ref-58-Research
669,874.9,OPC_52.5,52.5,43.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,39.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,115.0,Ref-58-Research
670,874.9,OPC_52.5,52.5,43.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,78.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,125.0,Ref-58-Research
671,874.9,OPC_52.5,52.5,43.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,117.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,132.0,Ref-58-Research
672,874.9,OPC_52.5,52.5,43.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,156.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,145.0,Ref-58-Research
673,874.9,OPC_52.5,52.5,43.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,156.0,Ref-58-Research
674,612.4,OPC_52.5,52.5,43.7,0.0,,262.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,,,,,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,95.0,Ref-58-Research
675,612.4,OPC_52.5,52.5,43.7,0.0,,262.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,39.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,100.0,Ref-58-Research
676,612.4,OPC_52.5,52.5,43.7,0.0,,262.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,78.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,115.0,Ref-58-Research
677,612.4,OPC_52.5,52.5,43.7,0.0,,262.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,117.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,128.0,Ref-58-Research
678,612.4,OPC_52.5,52.5,43.7,0.0,,262.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,156.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,135.0,Ref-58-Research
679,612.4,OPC_52.5,52.5,43.7,0.0,,262.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,142.0,Ref-58-Research
680,699.9,OPC_52.5,52.5,43.7,0.0,,0.0,175.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,,,,,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,92.0,Ref-58-Research
681,699.9,OPC_52.5,52.5,43.7,0.0,,0.0,175.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,39.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,105.0,Ref-58-Research
682,699.9,OPC_52.5,52.5,43.7,0.0,,0.0,175.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,78.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,120.0,Ref-58-Research
683,699.9,OPC_52.5,52.5,43.7,0.0,,0.0,175.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,117.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,130.0,Ref-58-Research
684,699.9,OPC_52.5,52.5,43.7,0.0,,0.0,175.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,156.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,140.0,Ref-58-Research
685,699.9,OPC_52.5,52.5,43.7,0.0,,0.0,175.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1098.4,Locally Available Sand,2.0,Straight Steel Fiber,195.0,13.0,0.2,,,,,,,,,202.1,PCE_HRWRA,45.9,Standard Curing,21.0,,,149.0,Ref-58-Research
686,582.1,OPC_52.5,52.5,0.0,259.9,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,24.3,0.0,,1256.1,Locally Available Sand,2.0,,,,,,,,,,,,,173.2,PCE_HRWRA,43.3,Standard Curing,21.0,,,110.0,Ref-59-Research
687,591.9,OPC_52.5,52.5,0.0,264.3,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,24.7,0.0,,1277.2,Locally Available Sand,2.0,,,,,,,,,,,,,159.3,PCE_HRWRA,44.0,Standard Curing,21.0,,,112.0,Ref-59-Research
688,600.0,OPC_52.5,52.5,0.0,267.9,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,,1294.6,Locally Available Sand,2.0,,,,,,,,,,,,,147.8,PCE_HRWRA,44.6,Standard Curing,21.0,,,110.0,Ref-59-Research
689,596.1,OPC_52.5,52.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,266.1,0.0,,0.0,0.0,0.0,24.8,0.0,,1286.3,Locally Available Sand,2.0,,,,,,,,,,,,,177.4,PCE_HRWRA,44.4,Standard Curing,21.0,,,119.0,Ref-59-Research
690,606.4,OPC_52.5,52.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,270.7,0.0,,0.0,0.0,0.0,25.3,0.0,,1308.5,Locally Available Sand,2.0,,,,,,,,,,,,,163.2,PCE_HRWRA,45.1,Standard Curing,21.0,,,122.0,Ref-59-Research
691,614.9,OPC_52.5,52.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,274.5,0.0,,0.0,0.0,0.0,25.6,0.0,,1326.8,Locally Available Sand,2.0,,,,,,,,,,,,,151.5,PCE_HRWRA,45.8,Standard Curing,21.0,,,120.0,Ref-59-Research
692,592.6,OPC_52.5,52.5,0.0,0.0,,264.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,24.7,0.0,,1278.8,Locally Available Sand,2.0,,,,,,,,,,,,,176.4,PCE_HRWRA,44.1,Standard Curing,21.0,,,108.0,Ref-59-Research
693,602.8,OPC_52.5,52.5,0.0,0.0,,269.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.1,0.0,,1300.8,Locally Available Sand,2.0,,,,,,,,,,,,,162.2,PCE_HRWRA,44.9,Standard Curing,21.0,,,110.0,Ref-59-Research
694,611.2,OPC_52.5,52.5,0.0,0.0,,272.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.5,0.0,,1318.8,Locally Available Sand,2.0,,,,,,,,,,,,,150.6,PCE_HRWRA,45.5,Standard Curing,21.0,,,105.0,Ref-59-Research
695,868.8,OPC_I,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,,1295.9,Locally Available Sand,2.0,,,,,,,,,,,,,178.8,PCE_HRWRA,44.7,Standard Curing,21.0,,,102.0,Ref-59-Research
696,883.9,OPC_I,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.5,0.0,,1318.5,Locally Available Sand,2.0,,,,,,,,,,,,,164.4,PCE_HRWRA,45.5,Standard Curing,21.0,,,105.0,Ref-59-Research
697,896.3,OPC_I,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.8,0.0,,1337.1,Locally Available Sand,2.0,,,,,,,,,,,,,152.7,PCE_HRWRA,46.1,Standard Curing,21.0,,,100.0,Ref-59-Research
