,cement,cement_type,cement_grade,silica_fume,fly_ash,fly_ash_type,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,slag_type,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,filler_type,sand,sand_type,sand_max_size,fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber2_type,fiber2_amount,water,sp_type,sp_amount,curing_method,curing_temp,cs_28d,cement_type_clean
0,839.0,OPC_unknown,,104.0,52.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,52.0,Pumicite,925.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,59.33,Standard Curing,,132.0,OPC_I
1,839.0,OPC_unknown,,104.0,26.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,78.0,Pumicite,931.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,59.33,Standard Curing,,122.5,OPC_I
2,839.0,OPC_unknown,,104.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,104.0,Pumicite,931.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,,116.0,OPC_I
3,839.0,OPC_unknown,,104.0,52.0,class F,0.0,0.0,0.0,0.0,52.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,913.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,,134.0,OPC_I
4,839.0,OPC_unknown,,104.0,26.0,class F,0.0,0.0,0.0,0.0,78.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,921.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,,131.5,OPC_I
5,839.0,OPC_unknown,,104.0,0.0,not_applicable,0.0,0.0,0.0,0.0,104.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,922.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,67.8,Standard Curing,,130.5,OPC_I
6,839.0,OPC_unknown,,104.0,83.0,class F,0.0,0.0,0.0,0.0,0.0,21.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,920.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,59.33,Standard Curing,,134.5,OPC_I
7,839.0,OPC_unknown,,104.0,62.0,class F,0.0,0.0,0.0,0.0,0.0,42.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,921.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,,132.5,OPC_I
8,839.0,OPC_unknown,,104.0,0.0,not_applicable,0.0,0.0,0.0,0.0,52.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,52.0,Pumicite,926.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,,123.0,OPC_I
9,839.0,OPC_unknown,,104.0,0.0,not_applicable,0.0,0.0,0.0,0.0,62.0,21.0,0.0,not_applicable,0.0,0.0,0.0,0.0,21.0,Pumicite,923.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,67.8,Standard Curing,,131.0,OPC_I
10,839.0,OPC_unknown,,94.0,0.0,not_applicable,0.0,0.0,0.0,0.0,94.0,21.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,926.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,67.8,Standard Curing,,130.0,OPC_I
11,755.0,OPC_unknown,,94.0,0.0,not_applicable,0.0,0.0,0.0,0.0,94.0,105.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,928.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,,111.5,OPC_I
12,839.0,OPC_unknown,,78.0,0.0,not_applicable,0.0,0.0,0.0,0.0,104.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,26.0,Pumicite,940.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,,119.0,OPC_I
13,839.0,OPC_unknown,,78.0,0.0,not_applicable,0.0,0.0,0.0,0.0,130.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,934.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,,121.0,OPC_I
14,839.0,OPC_unknown,,52.0,0.0,not_applicable,0.0,0.0,0.0,0.0,156.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,946.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,,116.0,OPC_I
15,856.0,OPC_unknown,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1178.0,Quartz Sand,0.8,Straight Steel Fiber,160.0,13.0,0.2,not_applicable,0.0,182.0,HRWRA,24.6,Standard Curing,20.0,157.0,OPC_42.5
16,589.0,OPC_unknown,42.5,214.0,161.0,class F,0.0,0.0,0.0,0.0,0.0,107.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1178.0,Quartz Sand,0.8,Straight Steel Fiber,160.0,13.0,0.2,not_applicable,0.0,182.0,HRWRA,16.1,Standard Curing,20.0,164.0,OPC_42.5
17,375.0,OPC_unknown,42.5,214.0,161.0,class F,0.0,0.0,0.0,0.0,0.0,321.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1178.0,Quartz Sand,0.8,Straight Steel Fiber,160.0,13.0,0.2,not_applicable,0.0,182.0,HRWRA,9.1,Standard Curing,20.0,144.0,OPC_42.5
18,1000.0,OPC_unknown,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,162.0,OPC_52.5
19,900.0,OPC_unknown,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,100.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,167.0,OPC_52.5
20,800.0,OPC_unknown,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,200.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,157.0,OPC_52.5
21,700.0,OPC_unknown,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,300.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,156.0,OPC_52.5
22,500.0,OPC_unknown,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,500.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,152.0,OPC_52.5
23,300.0,OPC_unknown,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,700.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,132.0,OPC_52.5
24,1000.0,OPC_unknown,52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,75.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,168.0,OPC_52.5
25,1000.0,OPC_unknown,52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,125.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,152.0,OPC_52.5
26,1000.0,OPC_unknown,52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,175.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,150.0,OPC_52.5
27,1000.0,OPC_unknown,52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,250.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,147.0,OPC_52.5
28,700.0,OPC_unknown,52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,375.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,166.0,OPC_52.5
29,700.0,OPC_unknown,52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,425.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,150.0,OPC_52.5
30,700.0,OPC_unknown,52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,475.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,147.0,OPC_52.5
31,700.0,OPC_unknown,52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,550.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,137.0,OPC_52.5
32,300.0,OPC_unknown,52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,775.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,130.0,OPC_52.5
33,300.0,OPC_unknown,52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,825.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,120.5,OPC_52.5
34,300.0,OPC_unknown,52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,875.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,108.0,OPC_52.5
35,300.0,OPC_unknown,52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,950.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,103.0,OPC_52.5
36,807.0,HS_cement,,225.0,0.0,not_applicable,0.0,243.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,972.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,169.0,HS_cement
37,724.0,HS_cement,,224.0,0.0,not_applicable,0.0,241.0,81.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,966.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0,HS_cement
38,639.0,HS_cement,,222.0,0.0,not_applicable,0.0,240.0,160.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,960.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,193.0,PCE_HRWRA,13.0,Standard Curing,20.0,173.0,HS_cement
39,556.0,HS_cement,,221.0,0.0,not_applicable,0.0,238.0,238.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,953.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,192.0,PCE_HRWRA,13.0,Standard Curing,20.0,165.0,HS_cement
40,473.0,HS_cement,,219.0,0.0,not_applicable,0.0,237.0,316.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,947.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,191.0,PCE_HRWRA,13.0,Standard Curing,20.0,157.0,HS_cement
41,392.0,HS_cement,,217.0,0.0,not_applicable,0.0,235.0,392.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,941.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,190.0,PCE_HRWRA,13.0,Standard Curing,20.0,150.0,HS_cement
42,807.0,HS_cement,,224.0,0.0,not_applicable,0.0,121.0,121.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,967.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,172.0,HS_cement
43,807.0,HS_cement,,224.0,0.0,not_applicable,0.0,0.0,242.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,967.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0,HS_cement
44,636.0,HS_cement,,221.0,0.0,not_applicable,0.0,0.0,398.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,193.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0,HS_cement
45,623.0,HS_cement,,216.0,0.0,not_applicable,0.0,0.0,390.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,935.0,Quartz Sand,0.6,Straight Steel Fiber,158.0,13.0,0.2,not_applicable,0.0,188.0,PCE_HRWRA,13.0,Standard Curing,20.0,172.0,HS_cement
46,807.0,HS_cement,,225.0,0.0,not_applicable,0.0,243.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,972.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,205.0,HS_cement
47,724.0,HS_cement,,224.0,0.0,not_applicable,0.0,241.0,81.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,966.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,210.0,HS_cement
48,639.0,HS_cement,,222.0,0.0,not_applicable,0.0,240.0,160.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,960.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,193.0,PCE_HRWRA,13.0,Heat Curing,90.0,212.0,HS_cement
49,556.0,HS_cement,,221.0,0.0,not_applicable,0.0,238.0,238.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,953.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,192.0,PCE_HRWRA,13.0,Heat Curing,90.0,197.0,HS_cement
50,473.0,HS_cement,,219.0,0.0,not_applicable,0.0,237.0,316.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,947.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,191.0,PCE_HRWRA,13.0,Heat Curing,90.0,195.0,HS_cement
51,392.0,HS_cement,,217.0,0.0,not_applicable,0.0,235.0,392.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,941.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,190.0,PCE_HRWRA,13.0,Heat Curing,90.0,190.0,HS_cement
52,807.0,HS_cement,,224.0,0.0,not_applicable,0.0,121.0,121.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,967.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,222.0,HS_cement
53,807.0,HS_cement,,224.0,0.0,not_applicable,0.0,0.0,242.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,967.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,234.0,HS_cement
54,636.0,HS_cement,,221.0,0.0,not_applicable,0.0,0.0,398.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,193.0,PCE_HRWRA,13.0,Heat Curing,90.0,212.0,HS_cement
55,623.0,HS_cement,,216.0,0.0,not_applicable,0.0,0.0,390.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,935.0,Quartz Sand,0.6,Straight Steel Fiber,158.0,13.0,0.2,not_applicable,0.0,188.0,PCE_HRWRA,13.0,Heat Curing,90.0,220.0,HS_cement
56,900.0,OPC_unknown,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1005.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0,OPC_I
57,900.0,OPC_unknown,,132.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,88.0,Natural Pozzolana,1030.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,147.0,OPC_I
58,900.0,OPC_unknown,,88.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,132.0,Natural Pozzolana,1042.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,154.0,OPC_I
59,900.0,OPC_unknown,,44.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,176.0,Natural Pozzolana,1055.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,136.0,OPC_I
60,900.0,OPC_unknown,,132.0,88.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1030.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,150.0,OPC_I
61,900.0,OPC_unknown,,88.0,132.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1042.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,158.0,OPC_I
62,900.0,OPC_unknown,,44.0,176.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1055.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,143.0,OPC_I
63,900.0,OPC_unknown,,209.0,0.0,not_applicable,11.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,159.0,OPC_I
64,900.0,OPC_unknown,,198.0,0.0,not_applicable,22.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,990.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,146.0,OPC_I
65,900.0,OPC_unknown,,176.0,0.0,not_applicable,44.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,985.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,152.0,OPC_I
66,900.0,OPC_unknown,,209.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,11.0,Cement Kiln Dust,1008.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,144.0,OPC_I
67,900.0,OPC_unknown,,198.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,22.0,Cement Kiln Dust,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,142.0,OPC_I
68,900.0,OPC_unknown,,176.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,44.0,Cement Kiln Dust,1015.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,152.0,OPC_I
69,900.0,OPC_unknown,,209.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1010.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,134.0,OPC_I
70,900.0,OPC_unknown,,198.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,140.0,OPC_I
71,900.0,OPC_unknown,,176.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1025.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0,OPC_I
72,900.0,OPC_unknown,,220.0,0.0,not_applicable,47.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,931.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,125.0,OPC_I
73,900.0,OPC_unknown,,220.0,0.0,not_applicable,87.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,868.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,163.0,OPC_I
74,900.0,OPC_unknown,,220.0,0.0,not_applicable,153.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,764.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,132.0,OPC_I
75,900.0,OPC_unknown,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,48.0,Cement Kiln Dust,962.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,153.0,OPC_I
76,900.0,OPC_unknown,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,92.0,Cement Kiln Dust,922.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,135.0,OPC_I
77,900.0,OPC_unknown,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,170.0,Cement Kiln Dust,851.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,100.0,OPC_I
